-50000.00 0.00 55559.75 4620.00 #x_min(m) z_min(m) x_max(m) z_max(m)
5000.0000 10.0000                #dx(m) dz(m)
10319.86 470.00 1490.3691  1029.0692 34.5748 8.1550
10319.86 480.00 1489.9481  1029.1365 34.5702 7.9997
10319.86 490.00 1489.6788  1029.1975 34.5672 7.8867
10319.86 500.00 1489.4096  1029.2585 34.5643 7.7737
10319.86 510.00 1489.1404  1029.3194 34.5613 7.6606
10319.86 520.00 1488.8712  1029.3804 34.5583 7.5476
10319.86 530.00 1488.6020  1029.4414 34.5554 7.4345
10319.86 540.00 1488.3327  1029.5024 34.5524 7.3215
10319.86 550.00 1488.0635  1029.5634 34.5495 7.2085
10319.86 560.00 1487.8496  1029.6220 34.5470 7.1110
10319.86 570.00 1487.6562  1029.6797 34.5448 7.0194
10319.86 580.00 1487.4629  1029.7374 34.5426 6.9278
10319.86 590.00 1487.2695  1029.7952 34.5403 6.8362
10319.86 600.00 1487.0762  1029.8529 34.5381 6.7445
10319.86 610.00 1486.8828  1029.9106 34.5359 6.6529
10319.86 620.00 1486.6895  1029.9683 34.5336 6.5613
10319.86 630.00 1486.4961  1030.0260 34.5314 6.4696
10319.86 640.00 1486.3355  1030.0827 34.5297 6.3869
10319.86 650.00 1486.2043  1030.1384 34.5285 6.3121
10319.86 660.00 1486.0731  1030.1940 34.5272 6.2374
10319.86 670.00 1485.9419  1030.2497 34.5260 6.1626
10319.86 680.00 1485.8107  1030.3054 34.5248 6.0879
10319.86 690.00 1485.6796  1030.3610 34.5235 6.0131
10319.86 700.00 1485.5484  1030.4167 34.5223 5.9384
10319.86 710.00 1485.4172  1030.4724 34.5210 5.8636
10319.86 720.00 1485.2860  1030.5280 34.5198 5.7889
10319.86 730.00 1485.1951  1030.5826 34.5193 5.7247
10319.86 740.00 1485.1170  1030.6369 34.5191 5.6638
10319.86 750.00 1485.0388  1030.6911 34.5188 5.6030
10319.86 760.00 1484.9607  1030.7453 34.5185 5.5421
10319.86 770.00 1484.8825  1030.7996 34.5183 5.4812
10319.86 780.00 1484.8044  1030.8538 34.5180 5.4204
10319.86 790.00 1484.7262  1030.9080 34.5177 5.3595
10319.86 800.00 1484.6481  1030.9623 34.5175 5.2986
10319.86 810.00 1484.5699  1031.0165 34.5172 5.2378
10319.86 820.00 1484.5141  1031.0702 34.5173 5.1827
10319.86 830.00 1484.4763  1031.1234 34.5178 5.1321
10319.86 840.00 1484.4385  1031.1767 34.5182 5.0816
10319.86 850.00 1484.4007  1031.2299 34.5187 5.0311
10319.86 860.00 1484.3629  1031.2831 34.5191 4.9806
10319.86 870.00 1484.3252  1031.3364 34.5196 4.9301
10319.86 880.00 1484.2874  1031.3896 34.5201 4.8796
10319.86 890.00 1484.2496  1031.4429 34.5205 4.8291
10319.86 900.00 1484.2118  1031.4961 34.5210 4.7786
10319.86 910.00 1484.1747  1031.5493 34.5214 4.7283
10319.86 920.00 1484.1644  1031.6018 34.5223 4.6848
10319.86 930.00 1484.1542  1031.6544 34.5231 4.6413
10319.86 940.00 1484.1439  1031.7069 34.5240 4.5978
10319.86 950.00 1484.1336  1031.7594 34.5249 4.5543
10319.86 960.00 1484.1234  1031.8119 34.5257 4.5108
10319.86 970.00 1484.1131  1031.8645 34.5266 4.4674
10319.86 980.00 1484.1028  1031.9170 34.5275 4.4239
10319.86 990.00 1484.0925  1031.9695 34.5283 4.3804
10319.86 1000.00 1484.0823  1032.0220 34.5292 4.3369
10319.86 1010.00 1484.0778  1032.0744 34.5301 4.2949
10319.86 1020.00 1484.0881  1032.1264 34.5312 4.2566
10319.86 1030.00 1484.0983  1032.1783 34.5323 4.2183
10319.86 1040.00 1484.1086  1032.2303 34.5334 4.1800
10319.86 1050.00 1484.1188  1032.2822 34.5345 4.1417
10319.86 1060.00 1484.1291  1032.3342 34.5357 4.1034
10319.86 1070.00 1484.1393  1032.3862 34.5368 4.0651
10319.86 1080.00 1484.1496  1032.4381 34.5379 4.0268
10319.86 1090.00 1484.1598  1032.4901 34.5390 3.9885
10319.86 1100.00 1484.1700  1032.5421 34.5401 3.9502
10319.86 1110.00 1484.1872  1032.5938 34.5412 3.9136
10319.86 1120.00 1484.2144  1032.6453 34.5424 3.8796
10319.86 1130.00 1484.2415  1032.6967 34.5437 3.8455
10319.86 1140.00 1484.2687  1032.7482 34.5449 3.8114
10319.86 1150.00 1484.2958  1032.7996 34.5461 3.7774
10319.86 1160.00 1484.3230  1032.8511 34.5473 3.7433
10319.86 1170.00 1484.3501  1032.9025 34.5485 3.7092
10319.86 1180.00 1484.3773  1032.9540 34.5498 3.6752
10319.86 1190.00 1484.4044  1033.0054 34.5510 3.6411
10319.86 1200.00 1484.4316  1033.0569 34.5522 3.6070
10319.86 1210.00 1484.4657  1033.1081 34.5534 3.5747
10319.86 1220.00 1484.5084  1033.1591 34.5547 3.5444
10319.86 1230.00 1484.5511  1033.2100 34.5559 3.5142
10319.86 1240.00 1484.5938  1033.2610 34.5572 3.4840
10319.86 1250.00 1484.6365  1033.3119 34.5585 3.4537
10319.86 1260.00 1484.6792  1033.3629 34.5597 3.4235
10319.86 1270.00 1484.7219  1033.4139 34.5610 3.3933
10319.86 1280.00 1484.7646  1033.4648 34.5622 3.3630
10319.86 1290.00 1484.8073  1033.5158 34.5635 3.3328
10319.86 1300.00 1484.8500  1033.5667 34.5647 3.3025
10319.86 1310.00 1484.8985  1033.6175 34.5660 3.2737
10319.86 1320.00 1484.9565  1033.6680 34.5673 3.2471
10319.86 1330.00 1485.0144  1033.7184 34.5685 3.2206
10319.86 1340.00 1485.0724  1033.7689 34.5698 3.1940
10319.86 1350.00 1485.1304  1033.8193 34.5711 3.1675
10319.86 1360.00 1485.1883  1033.8698 34.5723 3.1409
10319.86 1370.00 1485.2463  1033.9203 34.5736 3.1143
10319.86 1380.00 1485.3043  1033.9707 34.5749 3.0878
10319.86 1390.00 1485.3622  1034.0212 34.5761 3.0612
10319.86 1400.00 1485.4202  1034.0716 34.5774 3.0347
10319.86 1410.00 1485.4795  1034.1221 34.5786 3.0084
10319.86 1420.00 1485.5528  1034.1720 34.5799 2.9855
10319.86 1430.00 1485.6261  1034.2219 34.5811 2.9626
10319.86 1440.00 1485.6994  1034.2719 34.5823 2.9396
10319.86 1450.00 1485.7727  1034.3218 34.5836 2.9167
10319.86 1460.00 1485.8460  1034.3718 34.5848 2.8938
10319.86 1470.00 1485.9193  1034.4217 34.5860 2.8709
10319.86 1480.00 1485.9926  1034.4717 34.5872 2.8479
10319.86 1490.00 1486.0659  1034.5216 34.5885 2.8250
10319.86 1500.00 1486.1392  1034.5715 34.5897 2.8021
10319.86 1510.00 1486.2125  1034.6215 34.5909 2.7791
10319.86 1520.00 1486.2903  1034.6713 34.5921 2.7573
10319.86 1530.00 1486.3791  1034.7206 34.5933 2.7380
10319.86 1540.00 1486.4679  1034.7700 34.5944 2.7186
10319.86 1550.00 1486.5567  1034.8194 34.5956 2.6993
10319.86 1560.00 1486.6455  1034.8688 34.5967 2.6800
10319.86 1570.00 1486.7343  1034.9182 34.5979 2.6607
10319.86 1580.00 1486.8231  1034.9675 34.5990 2.6414
10319.86 1590.00 1486.9119  1035.0169 34.6002 2.6221
10319.86 1600.00 1487.0007  1035.0663 34.6013 2.6028
10319.86 1610.00 1487.0894  1035.1157 34.6025 2.5834
10319.86 1620.00 1487.1782  1035.1651 34.6036 2.5641
10319.86 1630.00 1487.2670  1035.2144 34.6048 2.5448
10319.86 1640.00 1487.3649  1035.2635 34.6059 2.5276
10319.86 1650.00 1487.4692  1035.3123 34.6069 2.5118
10319.86 1660.00 1487.5735  1035.3611 34.6079 2.4961
10319.86 1670.00 1487.6778  1035.4099 34.6090 2.4803
10319.86 1680.00 1487.7822  1035.4587 34.6100 2.4646
10319.86 1690.00 1487.8865  1035.5075 34.6110 2.4488
10319.86 1700.00 1487.9908  1035.5563 34.6121 2.4331
10319.86 1710.00 1488.0951  1035.6051 34.6131 2.4173
10319.86 1720.00 1488.1995  1035.6539 34.6141 2.4016
10319.86 1730.00 1488.3038  1035.7027 34.6151 2.3858
10319.86 1740.00 1488.4081  1035.7515 34.6162 2.3701
10319.86 1750.00 1488.5124  1035.8003 34.6172 2.3543
10319.86 1760.00 1488.6167  1035.8490 34.6182 2.3386
10319.86 1770.00 1488.7281  1035.8976 34.6192 2.3244
10319.86 1780.00 1488.8468  1035.9458 34.6201 2.3119
10319.86 1790.00 1488.9655  1035.9940 34.6210 2.2994
10319.86 1800.00 1489.0842  1036.0422 34.6218 2.2869
10319.86 1810.00 1489.2030  1036.0904 34.6227 2.2744
10319.86 1820.00 1489.3217  1036.1386 34.6236 2.2619
10319.86 1830.00 1489.4404  1036.1869 34.6245 2.2494
10319.86 1840.00 1489.5591  1036.2351 34.6254 2.2369
10319.86 1850.00 1489.6779  1036.2833 34.6262 2.2244
10319.86 1860.00 1489.7966  1036.3315 34.6271 2.2120
10319.86 1870.00 1489.9153  1036.3797 34.6280 2.1995
10319.86 1880.00 1490.0340  1036.4279 34.6289 2.1870
10319.86 1890.00 1490.1528  1036.4761 34.6298 2.1745
10319.86 1900.00 1490.2715  1036.5244 34.6306 2.1620
10319.86 1910.00 1490.3902  1036.5726 34.6315 2.1495
10319.86 1920.00 1490.5160  1036.6205 34.6323 2.1385
10319.86 1930.00 1490.6468  1036.6682 34.6330 2.1287
10319.86 1940.00 1490.7775  1036.7158 34.6338 2.1189
10319.86 1950.00 1490.9083  1036.7635 34.6345 2.1090
10319.86 1960.00 1491.0391  1036.8112 34.6352 2.0992
10319.86 1970.00 1491.1699  1036.8589 34.6359 2.0894
10319.86 1980.00 1491.3006  1036.9065 34.6366 2.0796
10319.86 1990.00 1491.4314  1036.9542 34.6374 2.0697
10319.86 2000.00 1491.5622  1037.0019 34.6381 2.0599
10319.86 2010.00 1491.6930  1037.0496 34.6388 2.0501
10319.86 2020.00 1491.8238  1037.0973 34.6395 2.0402
10319.86 2030.00 1491.9545  1037.1449 34.6402 2.0304
10319.86 2040.00 1492.0853  1037.1926 34.6410 2.0206
10319.86 2050.00 1492.2161  1037.2403 34.6417 2.0108
10319.86 2060.00 1492.3469  1037.2880 34.6424 2.0009
10319.86 2070.00 1492.4776  1037.3357 34.6431 1.9911
10319.86 2080.00 1492.6084  1037.3833 34.6439 1.9813
10319.86 2090.00 1492.7448  1037.4307 34.6445 1.9726
10319.86 2100.00 1492.8849  1037.4779 34.6450 1.9648
10319.86 2110.00 1493.0250  1037.5252 34.6456 1.9570
10319.86 2120.00 1493.1651  1037.5724 34.6462 1.9492
10319.86 2130.00 1493.3052  1037.6196 34.6467 1.9413
10319.86 2140.00 1493.4453  1037.6668 34.6473 1.9335
10319.86 2150.00 1493.5854  1037.7140 34.6479 1.9257
10319.86 2160.00 1493.7255  1037.7612 34.6484 1.9179
10319.86 2170.00 1493.8656  1037.8084 34.6490 1.9100
10319.86 2180.00 1494.0057  1037.8556 34.6496 1.9022
10319.86 2190.00 1494.1458  1037.9028 34.6501 1.8944
10319.86 2200.00 1494.2859  1037.9500 34.6507 1.8866
10319.86 2210.00 1494.4260  1037.9972 34.6513 1.8787
10319.86 2220.00 1494.5661  1038.0444 34.6518 1.8709
10319.86 2230.00 1494.7062  1038.0917 34.6524 1.8631
10319.86 2240.00 1494.8463  1038.1389 34.6529 1.8553
10319.86 2250.00 1494.9864  1038.1861 34.6535 1.8474
10319.86 2260.00 1495.1265  1038.2333 34.6541 1.8396
10319.86 2270.00 1495.2666  1038.2805 34.6546 1.8318
10319.86 2280.00 1495.4093  1038.3275 34.6552 1.8245
10319.86 2290.00 1495.5564  1038.3743 34.6556 1.8181
10319.86 2300.00 1495.7035  1038.4211 34.6560 1.8117
10319.86 2310.00 1495.8506  1038.4679 34.6564 1.8053
10319.86 2320.00 1495.9977  1038.5147 34.6569 1.7989
10319.86 2330.00 1496.1448  1038.5615 34.6573 1.7925
10319.86 2340.00 1496.2919  1038.6083 34.6577 1.7862
10319.86 2350.00 1496.4390  1038.6551 34.6581 1.7798
10319.86 2360.00 1496.5860  1038.7019 34.6586 1.7734
10319.86 2370.00 1496.7331  1038.7487 34.6590 1.7670
10319.86 2380.00 1496.8802  1038.7955 34.6594 1.7606
10319.86 2390.00 1497.0273  1038.8423 34.6598 1.7542
10319.86 2400.00 1497.1744  1038.8892 34.6603 1.7478
10319.86 2410.00 1497.3215  1038.9360 34.6607 1.7414
10319.86 2420.00 1497.4686  1038.9828 34.6611 1.7350
10319.86 2430.00 1497.6157  1039.0296 34.6616 1.7286
10319.86 2440.00 1497.7628  1039.0764 34.6620 1.7222
10319.86 2450.00 1497.9098  1039.1232 34.6624 1.7158
10319.86 2460.00 1498.0569  1039.1700 34.6628 1.7094
10319.86 2470.00 1498.2040  1039.2168 34.6633 1.7031
10319.86 2480.00 1498.3511  1039.2636 34.6637 1.6967
10319.86 2490.00 1498.4982  1039.3104 34.6641 1.6903
10319.86 2500.00 1498.6502  1039.3568 34.6644 1.6848
10319.86 2510.00 1498.8028  1039.4033 34.6648 1.6795
10319.86 2520.00 1498.9555  1039.4497 34.6651 1.6742
10319.86 2530.00 1499.1081  1039.4962 34.6654 1.6689
10319.86 2540.00 1499.2608  1039.5426 34.6657 1.6636
10319.86 2550.00 1499.4134  1039.5890 34.6660 1.6582
10319.86 2560.00 1499.5661  1039.6355 34.6663 1.6529
10319.86 2570.00 1499.7187  1039.6819 34.6667 1.6476
10319.86 2580.00 1499.8714  1039.7283 34.6670 1.6423
10319.86 2590.00 1500.0240  1039.7748 34.6673 1.6370
10319.86 2600.00 1500.1767  1039.8212 34.6676 1.6316
10319.86 2610.00 1500.3293  1039.8677 34.6679 1.6263
10319.86 2620.00 1500.4820  1039.9141 34.6682 1.6210
10319.86 2630.00 1500.6346  1039.9605 34.6686 1.6157
10319.86 2640.00 1500.7873  1040.0070 34.6689 1.6104
10319.86 2650.00 1500.9400  1040.0534 34.6692 1.6051
10319.86 2660.00 1501.0926  1040.0998 34.6695 1.5997
10319.86 2670.00 1501.2453  1040.1463 34.6698 1.5944
10319.86 2680.00 1501.3979  1040.1927 34.6701 1.5891
10319.86 2690.00 1501.5506  1040.2392 34.6704 1.5838
10319.86 2700.00 1501.7032  1040.2856 34.6708 1.5785
10319.86 2710.00 1501.8559  1040.3320 34.6711 1.5732
10319.86 2720.00 1502.0085  1040.3785 34.6714 1.5678
10319.86 2730.00 1502.1615  1040.4249 34.6717 1.5626
10319.86 2740.00 1502.3187  1040.4710 34.6719 1.5581
10319.86 2750.00 1502.4759  1040.5171 34.6722 1.5536
10319.86 2760.00 1502.6331  1040.5632 34.6724 1.5491
10319.86 2770.00 1502.7903  1040.6093 34.6727 1.5445
10319.86 2780.00 1502.9475  1040.6555 34.6729 1.5400
10319.86 2790.00 1503.1047  1040.7016 34.6731 1.5355
10319.86 2800.00 1503.2619  1040.7477 34.6734 1.5310
10319.86 2810.00 1503.4191  1040.7938 34.6736 1.5265
10319.86 2820.00 1503.5763  1040.8399 34.6738 1.5220
10319.86 2830.00 1503.7336  1040.8860 34.6741 1.5175
10319.86 2840.00 1503.8908  1040.9321 34.6743 1.5130
10319.86 2850.00 1504.0480  1040.9783 34.6746 1.5085
10319.86 2860.00 1504.2052  1041.0244 34.6748 1.5040
10319.86 2870.00 1504.3624  1041.0705 34.6750 1.4995
10319.86 2880.00 1504.5196  1041.1166 34.6753 1.4950
10319.86 2890.00 1504.6768  1041.1627 34.6755 1.4904
10319.86 2900.00 1504.8340  1041.2088 34.6758 1.4859
10319.86 2910.00 1504.9912  1041.2549 34.6760 1.4814
10319.86 2920.00 1505.1484  1041.3011 34.6762 1.4769
10319.86 2930.00 1505.3056  1041.3472 34.6765 1.4724
10319.86 2940.00 1505.4628  1041.3933 34.6767 1.4679
10319.86 2950.00 1505.6200  1041.4394 34.6769 1.4634
10319.86 2960.00 1505.7772  1041.4855 34.6772 1.4589
10319.86 2970.00 1505.9344  1041.5316 34.6774 1.4544
10319.86 2980.00 1506.0916  1041.5777 34.6777 1.4499
10319.86 2990.00 1506.2488  1041.6238 34.6779 1.4454
10319.86 3000.00 1506.4094  1041.6697 34.6781 1.4414
10319.86 3010.00 1506.5700  1041.7155 34.6783 1.4374
10319.86 3020.00 1506.7306  1041.7614 34.6785 1.4334
10319.86 3030.00 1506.8913  1041.8072 34.6787 1.4294
10319.86 3040.00 1507.0519  1041.8530 34.6789 1.4254
10319.86 3050.00 1507.2126  1041.8989 34.6791 1.4215
10319.86 3060.00 1507.3732  1041.9447 34.6793 1.4175
10319.86 3070.00 1507.5339  1041.9905 34.6795 1.4135
10319.86 3080.00 1507.6945  1042.0364 34.6796 1.4095
10319.86 3090.00 1507.8552  1042.0822 34.6798 1.4055
10319.86 3100.00 1508.0158  1042.1280 34.6800 1.4016
10319.86 3110.00 1508.1765  1042.1739 34.6802 1.3976
10319.86 3120.00 1508.3371  1042.2197 34.6804 1.3936
10319.86 3130.00 1508.4977  1042.2655 34.6806 1.3896
10319.86 3140.00 1508.6584  1042.3114 34.6808 1.3856
10319.86 3150.00 1508.8190  1042.3572 34.6810 1.3817
10319.86 3160.00 1508.9797  1042.4030 34.6812 1.3777
10319.86 3170.00 1509.1403  1042.4489 34.6814 1.3737
10319.86 3180.00 1509.3010  1042.4947 34.6816 1.3697
10319.86 3190.00 1509.4616  1042.5406 34.6818 1.3657
10319.86 3200.00 1509.6223  1042.5864 34.6820 1.3618
10319.86 3210.00 1509.7829  1042.6322 34.6822 1.3578
10319.86 3220.00 1509.9435  1042.6781 34.6824 1.3538
10319.86 3230.00 1510.1042  1042.7239 34.6826 1.3498
10319.86 3240.00 1510.2648  1042.7697 34.6828 1.3458
10319.86 3250.00 1510.4255  1042.8156 34.6830 1.3419
10319.86 3260.00 1510.5861  1042.8614 34.6832 1.3379
10319.86 3270.00 1510.7468  1042.9072 34.6834 1.3339
10319.86 3280.00 1510.9089  1042.9529 34.6835 1.3301
10319.86 3290.00 1511.0721  1042.9985 34.6837 1.3264
10319.86 3300.00 1511.2352  1043.0441 34.6839 1.3227
10319.86 3310.00 1511.3984  1043.0897 34.6841 1.3190
10319.86 3320.00 1511.5616  1043.1353 34.6843 1.3153
10319.86 3330.00 1511.7248  1043.1809 34.6845 1.3117
10319.86 3340.00 1511.8880  1043.2265 34.6847 1.3080
10319.86 3350.00 1512.0511  1043.2721 34.6848 1.3043
10319.86 3360.00 1512.2143  1043.3177 34.6850 1.3006
10319.86 3370.00 1512.3775  1043.3633 34.6852 1.2969
10319.86 3380.00 1512.5407  1043.4089 34.6854 1.2932
10319.86 3390.00 1512.7038  1043.4545 34.6856 1.2895
10319.86 3400.00 1512.8670  1043.5001 34.6858 1.2859
10319.86 3410.00 1513.0302  1043.5457 34.6860 1.2822
10319.86 3420.00 1513.1934  1043.5913 34.6861 1.2785
10319.86 3430.00 1513.3566  1043.6369 34.6863 1.2748
10319.86 3440.00 1513.5197  1043.6825 34.6865 1.2711
10319.86 3450.00 1513.6829  1043.7281 34.6867 1.2674
10319.86 3460.00 1513.8461  1043.7737 34.6869 1.2637
10319.86 3470.00 1514.0093  1043.8193 34.6871 1.2601
10319.86 3480.00 1514.1725  1043.8649 34.6873 1.2564
10319.86 3490.00 1514.3356  1043.9105 34.6874 1.2527
10319.86 3500.00 1514.4988  1043.9561 34.6876 1.2490
10319.86 3510.00 1514.6620  1044.0017 34.6878 1.2453
10319.86 3520.00 1514.8252  1044.0473 34.6880 1.2416
10319.86 3530.00 1514.9884  1044.0929 34.6882 1.2379
10319.86 3540.00 1515.1515  1044.1385 34.6884 1.2342
10319.86 3550.00 1515.3147  1044.1841 34.6886 1.2306
10319.86 3560.00 1515.4779  1044.2297 34.6887 1.2269
10319.86 3570.00 1515.6411  1044.2753 34.6889 1.2232
10319.86 3580.00 1515.8043  1044.3209 34.6891 1.2195
10319.86 3590.00 1515.9690  1044.3664 34.6893 1.2159
10319.86 3600.00 1516.1339  1044.4118 34.6895 1.2123
10319.86 3610.00 1516.2988  1044.4572 34.6897 1.2087
10319.86 3620.00 1516.4637  1044.5026 34.6899 1.2051
10319.86 3630.00 1516.6286  1044.5480 34.6901 1.2015
10319.86 3640.00 1516.7935  1044.5934 34.6903 1.1979
10319.86 3650.00 1516.9585  1044.6388 34.6905 1.1943
10319.86 3660.00 1517.1234  1044.6841 34.6907 1.1907
10319.86 3670.00 1517.2883  1044.7295 34.6909 1.1872
10319.86 3680.00 1517.4532  1044.7749 34.6911 1.1836
10319.86 3690.00 1517.6181  1044.8203 34.6913 1.1800
10319.86 3700.00 1517.7831  1044.8657 34.6915 1.1764
10319.86 3710.00 1517.9480  1044.9111 34.6917 1.1728
10319.86 3720.00 1518.1129  1044.9565 34.6919 1.1692
10319.86 3730.00 1518.2778  1045.0019 34.6921 1.1656
10319.86 3740.00 1518.4427  1045.0473 34.6923 1.1620
10319.86 3750.00 1518.6076  1045.0927 34.6925 1.1584
10319.86 3760.00 1518.7726  1045.1381 34.6927 1.1548
10319.86 3770.00 1518.9375  1045.1835 34.6929 1.1512
10319.86 3780.00 1519.1024  1045.2289 34.6931 1.1476
10319.86 3790.00 1519.2673  1045.2743 34.6933 1.1440
10319.86 3800.00 1519.4322  1045.3197 34.6935 1.1404
10319.86 3810.00 1519.5972  1045.3651 34.6937 1.1369
10319.86 3820.00 1519.7621  1045.4105 34.6939 1.1333
10319.86 3830.00 1519.9270  1045.4559 34.6941 1.1297
10319.86 3840.00 1520.0919  1045.5013 34.6943 1.1261
10319.86 3850.00 1520.2568  1045.5467 34.6945 1.1225
10319.86 3860.00 1520.4217  1045.5921 34.6947 1.1189
10319.86 3870.00 1520.5867  1045.6375 34.6949 1.1153
10319.86 3880.00 1520.7516  1045.6829 34.6951 1.1117
10319.86 3890.00 1520.9165  1045.7283 34.6953 1.1081
10319.86 3900.00 1521.0814  1045.7737 34.6955 1.1045
10319.86 3910.00 1521.2463  1045.8191 34.6957 1.1009
10319.86 3920.00 1521.4116  1045.8644 34.6959 1.0971
10319.86 3930.00 1521.5769  1045.9096 34.6962 1.0933
10319.86 3940.00 1521.7422  1045.9549 34.6964 1.0895
10319.86 3950.00 1521.9075  1046.0001 34.6966 1.0857
10319.86 3960.00 1522.0728  1046.0454 34.6969 1.0819
10319.86 3970.00 1522.2381  1046.0906 34.6971 1.0780
10319.86 3980.00 1522.4034  1046.1359 34.6973 1.0742
10319.86 3990.00 1522.5687  1046.1811 34.6975 1.0704
10319.86 4000.00 1522.7340  1046.2264 34.6978 1.0666
10319.86 4010.00 1522.8993  1046.2716 34.6980 1.0628
10319.86 4020.00 1523.0645  1046.3169 34.6982 1.0589
10319.86 4030.00 1523.2298  1046.3621 34.6985 1.0551
10319.86 4040.00 1523.3951  1046.4073 34.6987 1.0513
10319.86 4050.00 1523.5604  1046.4526 34.6989 1.0475
10319.86 4060.00 1523.7257  1046.4978 34.6992 1.0437
10319.86 4070.00 1523.8910  1046.5431 34.6994 1.0398
10319.86 4080.00 1524.0563  1046.5883 34.6996 1.0360
10319.86 4090.00 1524.2216  1046.6336 34.6999 1.0322
10319.86 4100.00 1524.3869  1046.6788 34.7001 1.0284
10319.86 4110.00 1524.5522  1046.7241 34.7003 1.0246
10319.86 4120.00 1524.7175  1046.7693 34.7005 1.0207
10319.86 4130.00 1524.8828  1046.8146 34.7008 1.0169
10319.86 4140.00 1525.0481  1046.8598 34.7010 1.0131
10319.86 4150.00 1525.2134  1046.9051 34.7012 1.0093
10319.86 4160.00 1525.3787  1046.9503 34.7015 1.0055
10319.86 4170.00 1525.5440  1046.9956 34.7017 1.0016
10319.86 4180.00 1525.7093  1047.0408 34.7019 0.9978
10319.86 4190.00 1525.8746  1047.0861 34.7022 0.9940
10319.86 4200.00 1526.0399  1047.1313 34.7024 0.9902
10319.86 4210.00 1526.2052  1047.1766 34.7026 0.9863
10319.86 4220.00 1526.3705  1047.2218 34.7029 0.9825
10319.86 4230.00 1526.5358  1047.2670 34.7031 0.9787
10319.86 4240.00 1526.7011  1047.3123 34.7033 0.9749
10319.86 4250.00 1526.8664  1047.3575 34.7035 0.9711
10319.86 4260.00 1527.0317  1047.4028 34.7038 0.9672
10319.86 4270.00 1527.2015  1047.4477 34.7040 0.9643
10319.86 4280.00 1527.3747  1047.4924 34.7041 0.9619
10319.86 4290.00 1527.5478  1047.5371 34.7043 0.9596
10319.86 4300.00 1527.7210  1047.5818 34.7044 0.9572
10319.86 4310.00 1527.8942  1047.6265 34.7046 0.9548
10319.86 4320.00 1528.0673  1047.6712 34.7047 0.9525
10319.86 4330.00 1528.2405  1047.7158 34.7048 0.9501
10319.86 4340.00 1528.4137  1047.7605 34.7050 0.9478
10319.86 4350.00 1528.5869  1047.8052 34.7051 0.9454
10319.86 4360.00 1528.7600  1047.8499 34.7053 0.9431
10319.86 4370.00 1528.9332  1047.8946 34.7054 0.9407
10319.86 4380.00 1529.1064  1047.9393 34.7056 0.9383
10319.86 4390.00 1529.2796  1047.9840 34.7057 0.9360
10319.86 4400.00 1529.4527  1048.0287 34.7059 0.9336
10319.86 4410.00 1529.6259  1048.0734 34.7060 0.9313
10319.86 4420.00 1529.7991  1048.1180 34.7062 0.9289
10319.86 4430.00 1529.9722  1048.1627 34.7063 0.9266
10319.86 4440.00 1530.1454  1048.2074 34.7065 0.9242
10319.86 4450.00 1530.3186  1048.2521 34.7066 0.9218
10319.86 4460.00 1530.4918  1048.2968 34.7068 0.9195
10319.86 4470.00 1530.6649  1048.3415 34.7069 0.9171
10319.86 4480.00 1530.8381  1048.3862 34.7071 0.9148
10319.86 4490.00 1531.0113  1048.4309 34.7072 0.9124
10319.86 4500.00 1531.1845  1048.4755 34.7074 0.9101
10319.86 4510.00 1531.3576  1048.5202 34.7075 0.9077
10319.86 4520.00 1531.5308  1048.5649 34.7077 0.9054
10319.86 4530.00 1531.7040  1048.6096 34.7078 0.9030
10319.86 4540.00 1531.8771  1048.6543 34.7080 0.9006
10319.86 4550.00 1532.0503  1048.6990 34.7081 0.8983
10319.86 4560.00 1532.2235  1048.7437 34.7083 0.8959
10319.86 4570.00 1532.3967  1048.7884 34.7084 0.8936
10319.86 4580.00 1532.5698  1048.8331 34.7086 0.8912
10319.86 4590.00 1532.7430  1048.8777 34.7087 0.8889
10319.86 4600.00 1532.9162  1048.9224 34.7089 0.8865
10319.86 4610.00 1533.0893  1048.9671 34.7090 0.8841
10319.86 4620.00 1533.2625  1049.0118 34.7091 0.8818
15346.51 0.00 1542.9947  1022.8592 35.7932 28.4026
15346.51 10.00 1543.1374  1022.9076 35.7943 28.3891
15346.51 20.00 1543.2731  1022.9592 35.7978 28.3710
15346.51 30.00 1543.3668  1023.0243 35.8089 28.3295
15346.51 40.00 1543.3686  1023.1137 35.8311 28.2396
15346.51 50.00 1543.2507  1023.2322 35.8652 28.0885
