-50000.00 0.00 55559.75 4620.00 #x_min(m) z_min(m) x_max(m) z_max(m)
5000.0000 10.0000                #dx(m) dz(m)
25399.82 4440.00 1530.1450  1048.2073 34.7065 0.9242
25399.82 4450.00 1530.3182  1048.2520 34.7066 0.9218
25399.82 4460.00 1530.4914  1048.2967 34.7068 0.9195
25399.82 4470.00 1530.6646  1048.3414 34.7069 0.9171
25399.82 4480.00 1530.8377  1048.3861 34.7071 0.9148
25399.82 4490.00 1531.0109  1048.4308 34.7072 0.9124
25399.82 4500.00 1531.1841  1048.4755 34.7074 0.9101
25399.82 4510.00 1531.3572  1048.5202 34.7075 0.9077
25399.82 4520.00 1531.5304  1048.5648 34.7077 0.9054
25399.82 4530.00 1531.7036  1048.6095 34.7078 0.9030
25399.82 4540.00 1531.8768  1048.6542 34.7080 0.9006
25399.82 4550.00 1532.0499  1048.6989 34.7081 0.8983
25399.82 4560.00 1532.2231  1048.7436 34.7083 0.8959
25399.82 4570.00 1532.3963  1048.7883 34.7084 0.8936
25399.82 4580.00 1532.5694  1048.8330 34.7086 0.8912
25399.82 4590.00 1532.7426  1048.8777 34.7087 0.8889
25399.82 4600.00 1532.9158  1048.9223 34.7089 0.8865
25399.82 4610.00 1533.0890  1048.9670 34.7090 0.8841
25399.82 4620.00 1533.2621  1049.0117 34.7091 0.8818
30426.47 0.00 1542.9947  1022.8592 35.7932 28.4026
30426.47 10.00 1543.1374  1022.9076 35.7943 28.3891
30426.47 20.00 1543.2731  1022.9592 35.7978 28.3710
30426.47 30.00 1543.3668  1023.0243 35.8089 28.3295
30426.47 40.00 1543.3686  1023.1137 35.8311 28.2396
30426.47 50.00 1543.2507  1023.2322 35.8652 28.0885
30426.47 60.00 1543.0282  1023.3784 35.9126 27.8831
30426.47 70.00 1542.7222  1023.5494 35.9742 27.6336
30426.47 80.00 1542.3128  1023.7457 36.0479 27.3329
30426.47 90.00 1541.7476  1023.9712 36.1306 26.9608
30426.47 100.00 1540.9589  1024.2279 36.2157 26.4933
30426.47 110.00 1539.9218  1024.5030 36.2875 25.9311
30426.47 120.00 1538.7428  1024.7648 36.3295 25.3321
30426.47 130.00 1537.5907  1024.9870 36.3376 24.7708
30426.47 140.00 1536.5533  1025.1673 36.3203 24.2776
30426.47 150.00 1535.6124  1025.3099 36.2797 23.8440
30426.47 160.00 1534.6086  1025.4451 36.2259 23.3967
30426.47 170.00 1533.5540  1025.5743 36.1614 22.9385
30426.47 180.00 1532.2109  1025.7096 36.0747 22.3900
30426.47 190.00 1530.7767  1025.8469 35.9810 21.8128
30426.47 200.00 1529.0608  1025.9942 35.8761 21.1518
30426.47 210.00 1527.0914  1026.1506 35.7610 20.4152
30426.47 220.00 1525.1221  1026.3070 35.6460 19.6787
30426.47 230.00 1522.9091  1026.4684 35.5358 18.8928
30426.47 240.00 1520.6056  1026.6317 35.4275 18.0887
30426.47 250.00 1518.3021  1026.7949 35.3192 17.2845
30426.47 260.00 1516.0319  1026.9539 35.2189 16.5036
30426.47 270.00 1513.8601  1027.1001 35.1423 15.7912
30426.47 280.00 1511.6883  1027.2463 35.0657 15.0789
30426.47 290.00 1509.5165  1027.3925 34.9890 14.3666
30426.47 300.00 1507.3484  1027.5384 34.9127 13.6556
30426.47 310.00 1505.7027  1027.6549 34.8713 13.1370
30426.47 320.00 1504.0570  1027.7714 34.8300 12.6183
30426.47 330.00 1502.4113  1027.8879 34.7887 12.0997
30426.47 340.00 1500.7656  1028.0043 34.7474 11.5810
30426.47 350.00 1499.1199  1028.1208 34.7061 11.0624
30426.47 360.00 1498.0956  1028.2111 34.6880 10.7355
30426.47 370.00 1497.1167  1028.2995 34.6716 10.4227
30426.47 380.00 1496.1377  1028.3879 34.6551 10.1098
30426.47 390.00 1495.1587  1028.4763 34.6387 9.7969
30426.47 400.00 1494.1797  1028.5646 34.6223 9.4841
30426.47 410.00 1493.2043  1028.6529 34.6060 9.1722
30426.47 420.00 1492.7318  1028.7223 34.6008 9.0027
30426.47 430.00 1492.2592  1028.7917 34.5956 8.8331
30426.47 440.00 1491.7867  1028.8611 34.5904 8.6636
30426.47 450.00 1491.3142  1028.9305 34.5852 8.4940
30426.47 460.00 1490.8417  1028.9999 34.5800 8.3245
30426.47 470.00 1490.3691  1029.0692 34.5748 8.1550
30426.47 480.00 1489.9480  1029.1365 34.5702 7.9997
30426.47 490.00 1489.6788  1029.1975 34.5672 7.8867
30426.47 500.00 1489.4096  1029.2585 34.5643 7.7737
30426.47 510.00 1489.1404  1029.3195 34.5613 7.6606
30426.47 520.00 1488.8712  1029.3804 34.5583 7.5476
30426.47 530.00 1488.6019  1029.4414 34.5554 7.4345
30426.47 540.00 1488.3327  1029.5024 34.5524 7.3215
30426.47 550.00 1488.0635  1029.5634 34.5495 7.2085
30426.47 560.00 1487.8496  1029.6220 34.5470 7.1110
30426.47 570.00 1487.6562  1029.6797 34.5448 7.0194
30426.47 580.00 1487.4629  1029.7374 34.5426 6.9278
30426.47 590.00 1487.2695  1029.7952 34.5403 6.8362
30426.47 600.00 1487.0761  1029.8529 34.5381 6.7445
30426.47 610.00 1486.8828  1029.9106 34.5359 6.6529
30426.47 620.00 1486.6894  1029.9683 34.5336 6.5613
30426.47 630.00 1486.4961  1030.0260 34.5314 6.4696
30426.47 640.00 1486.3354  1030.0827 34.5297 6.3869
30426.47 650.00 1486.2043  1030.1384 34.5285 6.3121
30426.47 660.00 1486.0731  1030.1940 34.5272 6.2374
30426.47 670.00 1485.9419  1030.2497 34.5260 6.1626
30426.47 680.00 1485.8107  1030.3054 34.5248 6.0879
30426.47 690.00 1485.6795  1030.3610 34.5235 6.0131
30426.47 700.00 1485.5483  1030.4167 34.5223 5.9384
30426.47 710.00 1485.4172  1030.4724 34.5210 5.8636
30426.47 720.00 1485.2860  1030.5280 34.5198 5.7889
30426.47 730.00 1485.1951  1030.5826 34.5193 5.7247
30426.47 740.00 1485.1169  1030.6369 34.5191 5.6638
30426.47 750.00 1485.0388  1030.6911 34.5188 5.6030
30426.47 760.00 1484.9606  1030.7453 34.5185 5.5421
30426.47 770.00 1484.8825  1030.7996 34.5183 5.4812
30426.47 780.00 1484.8043  1030.8538 34.5180 5.4204
30426.47 790.00 1484.7262  1030.9080 34.5177 5.3595
30426.47 800.00 1484.6480  1030.9623 34.5175 5.2986
30426.47 810.00 1484.5699  1031.0165 34.5172 5.2378
30426.47 820.00 1484.5140  1031.0702 34.5173 5.1827
30426.47 830.00 1484.4763  1031.1234 34.5178 5.1321
30426.47 840.00 1484.4385  1031.1767 34.5182 5.0816
30426.47 850.00 1484.4007  1031.2299 34.5187 5.0311
30426.47 860.00 1484.3629  1031.2831 34.5191 4.9806
30426.47 870.00 1484.3251  1031.3364 34.5196 4.9301
30426.47 880.00 1484.2873  1031.3896 34.5201 4.8796
30426.47 890.00 1484.2495  1031.4429 34.5205 4.8291
30426.47 900.00 1484.2117  1031.4961 34.5210 4.7786
30426.47 910.00 1484.1746  1031.5493 34.5214 4.7283
30426.47 920.00 1484.1644  1031.6018 34.5223 4.6848
30426.47 930.00 1484.1541  1031.6544 34.5231 4.6413
30426.47 940.00 1484.1438  1031.7069 34.5240 4.5978
30426.47 950.00 1484.1336  1031.7594 34.5249 4.5543
30426.47 960.00 1484.1233  1031.8119 34.5257 4.5108
30426.47 970.00 1484.1130  1031.8644 34.5266 4.4674
30426.47 980.00 1484.1027  1031.9170 34.5275 4.4239
30426.47 990.00 1484.0925  1031.9695 34.5283 4.3804
30426.47 1000.00 1484.0822  1032.0220 34.5292 4.3369
30426.47 1010.00 1484.0778  1032.0744 34.5301 4.2949
30426.47 1020.00 1484.0880  1032.1263 34.5312 4.2566
30426.47 1030.00 1484.0982  1032.1783 34.5323 4.2183
30426.47 1040.00 1484.1085  1032.2303 34.5334 4.1800
30426.47 1050.00 1484.1187  1032.2822 34.5345 4.1417
30426.47 1060.00 1484.1290  1032.3342 34.5357 4.1034
30426.47 1070.00 1484.1392  1032.3862 34.5368 4.0651
30426.47 1080.00 1484.1495  1032.4381 34.5379 4.0268
30426.47 1090.00 1484.1597  1032.4901 34.5390 3.9885
30426.47 1100.00 1484.1700  1032.5420 34.5401 3.9502
30426.47 1110.00 1484.1871  1032.5938 34.5412 3.9136
30426.47 1120.00 1484.2143  1032.6453 34.5424 3.8796
30426.47 1130.00 1484.2414  1032.6967 34.5437 3.8455
30426.47 1140.00 1484.2686  1032.7482 34.5449 3.8114
30426.47 1150.00 1484.2957  1032.7996 34.5461 3.7774
30426.47 1160.00 1484.3229  1032.8511 34.5473 3.7433
30426.47 1170.00 1484.3500  1032.9025 34.5485 3.7092
30426.47 1180.00 1484.3772  1032.9540 34.5498 3.6752
30426.47 1190.00 1484.4044  1033.0054 34.5510 3.6411
30426.47 1200.00 1484.4315  1033.0569 34.5522 3.6070
30426.47 1210.00 1484.4656  1033.1081 34.5534 3.5747
30426.47 1220.00 1484.5083  1033.1591 34.5547 3.5444
30426.47 1230.00 1484.5510  1033.2100 34.5559 3.5142
30426.47 1240.00 1484.5937  1033.2610 34.5572 3.4840
30426.47 1250.00 1484.6364  1033.3119 34.5585 3.4537
30426.47 1260.00 1484.6791  1033.3629 34.5597 3.4235
30426.47 1270.00 1484.7218  1033.4138 34.5610 3.3933
30426.47 1280.00 1484.7645  1033.4648 34.5622 3.3630
30426.47 1290.00 1484.8072  1033.5158 34.5635 3.3328
30426.47 1300.00 1484.8499  1033.5667 34.5647 3.3025
30426.47 1310.00 1484.8984  1033.6175 34.5660 3.2737
30426.47 1320.00 1484.9564  1033.6679 34.5673 3.2471
30426.47 1330.00 1485.0143  1033.7184 34.5685 3.2206
30426.47 1340.00 1485.0723  1033.7689 34.5698 3.1940
30426.47 1350.00 1485.1303  1033.8193 34.5711 3.1675
30426.47 1360.00 1485.1882  1033.8698 34.5723 3.1409
30426.47 1370.00 1485.2462  1033.9202 34.5736 3.1143
30426.47 1380.00 1485.3041  1033.9707 34.5749 3.0878
30426.47 1390.00 1485.3621  1034.0212 34.5761 3.0612
30426.47 1400.00 1485.4201  1034.0716 34.5774 3.0347
30426.47 1410.00 1485.4793  1034.1220 34.5786 3.0084
30426.47 1420.00 1485.5527  1034.1720 34.5799 2.9855
30426.47 1430.00 1485.6260  1034.2219 34.5811 2.9626
30426.47 1440.00 1485.6993  1034.2719 34.5823 2.9396
30426.47 1450.00 1485.7726  1034.3218 34.5836 2.9167
30426.47 1460.00 1485.8459  1034.3718 34.5848 2.8938
30426.47 1470.00 1485.9192  1034.4217 34.5860 2.8709
30426.47 1480.00 1485.9925  1034.4716 34.5872 2.8479
30426.47 1490.00 1486.0658  1034.5216 34.5885 2.8250
30426.47 1500.00 1486.1391  1034.5715 34.5897 2.8021
30426.47 1510.00 1486.2124  1034.6215 34.5909 2.7791
30426.47 1520.00 1486.2902  1034.6712 34.5921 2.7573
30426.47 1530.00 1486.3790  1034.7206 34.5933 2.7380
30426.47 1540.00 1486.4678  1034.7700 34.5944 2.7186
30426.47 1550.00 1486.5566  1034.8194 34.5956 2.6993
30426.47 1560.00 1486.6454  1034.8688 34.5967 2.6800
30426.47 1570.00 1486.7342  1034.9181 34.5979 2.6607
30426.47 1580.00 1486.8230  1034.9675 34.5990 2.6414
30426.47 1590.00 1486.9117  1035.0169 34.6002 2.6221
30426.47 1600.00 1487.0005  1035.0663 34.6013 2.6028
30426.47 1610.00 1487.0893  1035.1157 34.6025 2.5834
30426.47 1620.00 1487.1781  1035.1650 34.6036 2.5641
30426.47 1630.00 1487.2669  1035.2144 34.6048 2.5448
30426.47 1640.00 1487.3647  1035.2635 34.6059 2.5276
30426.47 1650.00 1487.4691  1035.3123 34.6069 2.5118
30426.47 1660.00 1487.5734  1035.3611 34.6079 2.4961
30426.47 1670.00 1487.6777  1035.4099 34.6090 2.4803
30426.47 1680.00 1487.7820  1035.4587 34.6100 2.4646
30426.47 1690.00 1487.8864  1035.5074 34.6110 2.4488
30426.47 1700.00 1487.9907  1035.5562 34.6121 2.4331
30426.47 1710.00 1488.0950  1035.6050 34.6131 2.4173
30426.47 1720.00 1488.1993  1035.6538 34.6141 2.4016
30426.47 1730.00 1488.3036  1035.7026 34.6151 2.3858
30426.47 1740.00 1488.4080  1035.7514 34.6162 2.3701
30426.47 1750.00 1488.5123  1035.8002 34.6172 2.3543
30426.47 1760.00 1488.6166  1035.8490 34.6182 2.3386
30426.47 1770.00 1488.7279  1035.8975 34.6192 2.3244
30426.47 1780.00 1488.8467  1035.9458 34.6201 2.3119
30426.47 1790.00 1488.9654  1035.9940 34.6210 2.2994
30426.47 1800.00 1489.0841  1036.0422 34.6218 2.2869
30426.47 1810.00 1489.2028  1036.0904 34.6227 2.2744
30426.47 1820.00 1489.3215  1036.1386 34.6236 2.2619
30426.47 1830.00 1489.4403  1036.1868 34.6245 2.2494
30426.47 1840.00 1489.5590  1036.2350 34.6254 2.2369
30426.47 1850.00 1489.6777  1036.2833 34.6262 2.2244
30426.47 1860.00 1489.7964  1036.3315 34.6271 2.2120
30426.47 1870.00 1489.9152  1036.3797 34.6280 2.1995
30426.47 1880.00 1490.0339  1036.4279 34.6289 2.1870
30426.47 1890.00 1490.1526  1036.4761 34.6298 2.1745
30426.47 1900.00 1490.2713  1036.5243 34.6306 2.1620
30426.47 1910.00 1490.3901  1036.5725 34.6315 2.1495
30426.47 1920.00 1490.5158  1036.6204 34.6323 2.1385
30426.47 1930.00 1490.6466  1036.6681 34.6330 2.1287
30426.47 1940.00 1490.7774  1036.7158 34.6338 2.1189
30426.47 1950.00 1490.9082  1036.7635 34.6345 2.1090
30426.47 1960.00 1491.0389  1036.8112 34.6352 2.0992
30426.47 1970.00 1491.1697  1036.8588 34.6359 2.0894
30426.47 1980.00 1491.3005  1036.9065 34.6366 2.0796
30426.47 1990.00 1491.4313  1036.9542 34.6374 2.0697
30426.47 2000.00 1491.5620  1037.0019 34.6381 2.0599
30426.47 2010.00 1491.6928  1037.0496 34.6388 2.0501
30426.47 2020.00 1491.8236  1037.0972 34.6395 2.0402
30426.47 2030.00 1491.9544  1037.1449 34.6402 2.0304
30426.47 2040.00 1492.0851  1037.1926 34.6410 2.0206
30426.47 2050.00 1492.2159  1037.2403 34.6417 2.0108
30426.47 2060.00 1492.3467  1037.2880 34.6424 2.0009
30426.47 2070.00 1492.4775  1037.3356 34.6431 1.9911
30426.47 2080.00 1492.6082  1037.3833 34.6439 1.9813
30426.47 2090.00 1492.7446  1037.4307 34.6445 1.9726
30426.47 2100.00 1492.8847  1037.4779 34.6450 1.9648
30426.47 2110.00 1493.0248  1037.5251 34.6456 1.9570
30426.47 2120.00 1493.1649  1037.5723 34.6462 1.9492
30426.47 2130.00 1493.3050  1037.6195 34.6467 1.9413
30426.47 2140.00 1493.4451  1037.6667 34.6473 1.9335
30426.47 2150.00 1493.5852  1037.7140 34.6479 1.9257
30426.47 2160.00 1493.7253  1037.7612 34.6484 1.9179
30426.47 2170.00 1493.8654  1037.8084 34.6490 1.9100
30426.47 2180.00 1494.0055  1037.8556 34.6496 1.9022
30426.47 2190.00 1494.1456  1037.9028 34.6501 1.8944
30426.47 2200.00 1494.2857  1037.9500 34.6507 1.8866
30426.47 2210.00 1494.4258  1037.9972 34.6513 1.8787
30426.47 2220.00 1494.5659  1038.0444 34.6518 1.8709
30426.47 2230.00 1494.7060  1038.0916 34.6524 1.8631
30426.47 2240.00 1494.8461  1038.1388 34.6529 1.8553
30426.47 2250.00 1494.9862  1038.1860 34.6535 1.8474
30426.47 2260.00 1495.1263  1038.2332 34.6541 1.8396
30426.47 2270.00 1495.2664  1038.2805 34.6546 1.8318
30426.47 2280.00 1495.4091  1038.3275 34.6552 1.8245
30426.47 2290.00 1495.5562  1038.3743 34.6556 1.8181
30426.47 2300.00 1495.7033  1038.4211 34.6560 1.8117
30426.47 2310.00 1495.8504  1038.4679 34.6564 1.8053
30426.47 2320.00 1495.9975  1038.5147 34.6569 1.7989
30426.47 2330.00 1496.1446  1038.5615 34.6573 1.7925
30426.47 2340.00 1496.2917  1038.6083 34.6577 1.7862
30426.47 2350.00 1496.4387  1038.6551 34.6581 1.7798
30426.47 2360.00 1496.5858  1038.7019 34.6586 1.7734
30426.47 2370.00 1496.7329  1038.7487 34.6590 1.7670
30426.47 2380.00 1496.8800  1038.7955 34.6594 1.7606
30426.47 2390.00 1497.0271  1038.8423 34.6598 1.7542
30426.47 2400.00 1497.1742  1038.8891 34.6603 1.7478
30426.47 2410.00 1497.3213  1038.9359 34.6607 1.7414
30426.47 2420.00 1497.4684  1038.9827 34.6611 1.7350
30426.47 2430.00 1497.6154  1039.0295 34.6616 1.7286
30426.47 2440.00 1497.7625  1039.0763 34.6620 1.7222
30426.47 2450.00 1497.9096  1039.1231 34.6624 1.7158
30426.47 2460.00 1498.0567  1039.1699 34.6628 1.7094
30426.47 2470.00 1498.2038  1039.2167 34.6633 1.7031
30426.47 2480.00 1498.3509  1039.2635 34.6637 1.6967
30426.47 2490.00 1498.4980  1039.3103 34.6641 1.6903
30426.47 2500.00 1498.6499  1039.3568 34.6644 1.6848
30426.47 2510.00 1498.8026  1039.4032 34.6648 1.6795
30426.47 2520.00 1498.9552  1039.4497 34.6651 1.6742
30426.47 2530.00 1499.1079  1039.4961 34.6654 1.6689
30426.47 2540.00 1499.2605  1039.5426 34.6657 1.6636
30426.47 2550.00 1499.4132  1039.5890 34.6660 1.6582
30426.47 2560.00 1499.5658  1039.6354 34.6663 1.6529
30426.47 2570.00 1499.7185  1039.6819 34.6667 1.6476
30426.47 2580.00 1499.8711  1039.7283 34.6670 1.6423
30426.47 2590.00 1500.0238  1039.7747 34.6673 1.6370
30426.47 2600.00 1500.1764  1039.8212 34.6676 1.6316
30426.47 2610.00 1500.3291  1039.8676 34.6679 1.6263
30426.47 2620.00 1500.4818  1039.9141 34.6682 1.6210
30426.47 2630.00 1500.6344  1039.9605 34.6686 1.6157
30426.47 2640.00 1500.7871  1040.0069 34.6689 1.6104
30426.47 2650.00 1500.9397  1040.0534 34.6692 1.6051
30426.47 2660.00 1501.0924  1040.0998 34.6695 1.5997
30426.47 2670.00 1501.2450  1040.1462 34.6698 1.5944
30426.47 2680.00 1501.3977  1040.1927 34.6701 1.5891
30426.47 2690.00 1501.5503  1040.2391 34.6704 1.5838
30426.47 2700.00 1501.7030  1040.2856 34.6708 1.5785
30426.47 2710.00 1501.8556  1040.3320 34.6711 1.5732
30426.47 2720.00 1502.0083  1040.3784 34.6714 1.5678
30426.47 2730.00 1502.1613  1040.4248 34.6717 1.5626
30426.47 2740.00 1502.3185  1040.4710 34.6719 1.5581
30426.47 2750.00 1502.4757  1040.5171 34.6722 1.5536
30426.47 2760.00 1502.6329  1040.5632 34.6724 1.5491
30426.47 2770.00 1502.7901  1040.6093 34.6727 1.5445
30426.47 2780.00 1502.9473  1040.6554 34.6729 1.5400
30426.47 2790.00 1503.1045  1040.7015 34.6731 1.5355
30426.47 2800.00 1503.2617  1040.7476 34.6734 1.5310
30426.47 2810.00 1503.4189  1040.7938 34.6736 1.5265
30426.47 2820.00 1503.5761  1040.8399 34.6738 1.5220
30426.47 2830.00 1503.7333  1040.8860 34.6741 1.5175
30426.47 2840.00 1503.8905  1040.9321 34.6743 1.5130
30426.47 2850.00 1504.0477  1040.9782 34.6746 1.5085
30426.47 2860.00 1504.2049  1041.0243 34.6748 1.5040
30426.47 2870.00 1504.3621  1041.0704 34.6750 1.4995
30426.47 2880.00 1504.5193  1041.1165 34.6753 1.4950
30426.47 2890.00 1504.6765  1041.1627 34.6755 1.4904
30426.47 2900.00 1504.8337  1041.2088 34.6758 1.4859
30426.47 2910.00 1504.9909  1041.2549 34.6760 1.4814
30426.47 2920.00 1505.1481  1041.3010 34.6762 1.4769
30426.47 2930.00 1505.3053  1041.3471 34.6765 1.4724
30426.47 2940.00 1505.4625  1041.3932 34.6767 1.4679
30426.47 2950.00 1505.6197  1041.4393 34.6769 1.4634
30426.47 2960.00 1505.7769  1041.4855 34.6772 1.4589
30426.47 2970.00 1505.9341  1041.5316 34.6774 1.4544
30426.47 2980.00 1506.0913  1041.5777 34.6777 1.4499
30426.47 2990.00 1506.2485  1041.6238 34.6779 1.4454
30426.47 3000.00 1506.4091  1041.6696 34.6781 1.4414
30426.47 3010.00 1506.5697  1041.7155 34.6783 1.4374
30426.47 3020.00 1506.7304  1041.7613 34.6785 1.4334
30426.47 3030.00 1506.8910  1041.8071 34.6787 1.4294
30426.47 3040.00 1507.0516  1041.8530 34.6789 1.4254
30426.47 3050.00 1507.2123  1041.8988 34.6791 1.4215
30426.47 3060.00 1507.3729  1041.9446 34.6793 1.4175
30426.47 3070.00 1507.5336  1041.9905 34.6795 1.4135
30426.47 3080.00 1507.6942  1042.0363 34.6796 1.4095
30426.47 3090.00 1507.8549  1042.0821 34.6798 1.4055
30426.47 3100.00 1508.0155  1042.1280 34.6800 1.4016
30426.47 3110.00 1508.1762  1042.1738 34.6802 1.3976
30426.47 3120.00 1508.3368  1042.2197 34.6804 1.3936
30426.47 3130.00 1508.4974  1042.2655 34.6806 1.3896
30426.47 3140.00 1508.6581  1042.3113 34.6808 1.3856
30426.47 3150.00 1508.8187  1042.3572 34.6810 1.3817
30426.47 3160.00 1508.9794  1042.4030 34.6812 1.3777
30426.47 3170.00 1509.1400  1042.4488 34.6814 1.3737
30426.47 3180.00 1509.3007  1042.4947 34.6816 1.3697
30426.47 3190.00 1509.4613  1042.5405 34.6818 1.3657
30426.47 3200.00 1509.6219  1042.5863 34.6820 1.3618
30426.47 3210.00 1509.7826  1042.6322 34.6822 1.3578
30426.47 3220.00 1509.9432  1042.6780 34.6824 1.3538
30426.47 3230.00 1510.1039  1042.7238 34.6826 1.3498
30426.47 3240.00 1510.2645  1042.7697 34.6828 1.3458
30426.47 3250.00 1510.4252  1042.8155 34.6830 1.3419
30426.47 3260.00 1510.5858  1042.8613 34.6832 1.3379
30426.47 3270.00 1510.7465  1042.9072 34.6834 1.3339
30426.47 3280.00 1510.9086  1042.9529 34.6835 1.3301
30426.47 3290.00 1511.0717  1042.9985 34.6837 1.3264
30426.47 3300.00 1511.2349  1043.0441 34.6839 1.3227
30426.47 3310.00 1511.3981  1043.0897 34.6841 1.3190
30426.47 3320.00 1511.5613  1043.1353 34.6843 1.3153
30426.47 3330.00 1511.7244  1043.1809 34.6845 1.3117
30426.47 3340.00 1511.8876  1043.2265 34.6847 1.3080
30426.47 3350.00 1512.0508  1043.2721 34.6848 1.3043
30426.47 3360.00 1512.2140  1043.3177 34.6850 1.3006
30426.47 3370.00 1512.3772  1043.3633 34.6852 1.2969
30426.47 3380.00 1512.5403  1043.4089 34.6854 1.2932
30426.47 3390.00 1512.7035  1043.4545 34.6856 1.2895
30426.47 3400.00 1512.8667  1043.5001 34.6858 1.2859
30426.47 3410.00 1513.0299  1043.5457 34.6860 1.2822
30426.47 3420.00 1513.1930  1043.5913 34.6861 1.2785
30426.47 3430.00 1513.3562  1043.6369 34.6863 1.2748
30426.47 3440.00 1513.5194  1043.6825 34.6865 1.2711
30426.47 3450.00 1513.6826  1043.7281 34.6867 1.2674
30426.47 3460.00 1513.8458  1043.7737 34.6869 1.2637
30426.47 3470.00 1514.0089  1043.8193 34.6871 1.2601
30426.47 3480.00 1514.1721  1043.8649 34.6873 1.2564
30426.47 3490.00 1514.3353  1043.9105 34.6874 1.2527
30426.47 3500.00 1514.4985  1043.9561 34.6876 1.2490
30426.47 3510.00 1514.6616  1044.0017 34.6878 1.2453
30426.47 3520.00 1514.8248  1044.0473 34.6880 1.2416
30426.47 3530.00 1514.9880  1044.0929 34.6882 1.2379
30426.47 3540.00 1515.1512  1044.1385 34.6884 1.2342
30426.47 3550.00 1515.3144  1044.1841 34.6886 1.2306
30426.47 3560.00 1515.4775  1044.2297 34.6887 1.2269
30426.47 3570.00 1515.6407  1044.2753 34.6889 1.2232
30426.47 3580.00 1515.8039  1044.3209 34.6891 1.2195
30426.47 3590.00 1515.9686  1044.3663 34.6893 1.2159
30426.47 3600.00 1516.1335  1044.4117 34.6895 1.2123
30426.47 3610.00 1516.2984  1044.4571 34.6897 1.2087
30426.47 3620.00 1516.4633  1044.5025 34.6899 1.2051
30426.47 3630.00 1516.6283  1044.5479 34.6901 1.2015
30426.47 3640.00 1516.7932  1044.5933 34.6903 1.1979
30426.47 3650.00 1516.9581  1044.6387 34.6905 1.1943
30426.47 3660.00 1517.1230  1044.6841 34.6907 1.1907
30426.47 3670.00 1517.2879  1044.7295 34.6909 1.1872
30426.47 3680.00 1517.4528  1044.7749 34.6911 1.1836
30426.47 3690.00 1517.6178  1044.8203 34.6913 1.1800
30426.47 3700.00 1517.7827  1044.8657 34.6915 1.1764
30426.47 3710.00 1517.9476  1044.9111 34.6917 1.1728
30426.47 3720.00 1518.1125  1044.9565 34.6919 1.1692
30426.47 3730.00 1518.2774  1045.0019 34.6921 1.1656
30426.47 3740.00 1518.4423  1045.0473 34.6923 1.1620
30426.47 3750.00 1518.6073  1045.0927 34.6925 1.1584
30426.47 3760.00 1518.7722  1045.1381 34.6927 1.1548
30426.47 3770.00 1518.9371  1045.1835 34.6929 1.1512
30426.47 3780.00 1519.1020  1045.2288 34.6931 1.1476
30426.47 3790.00 1519.2669  1045.2742 34.6933 1.1440
30426.47 3800.00 1519.4318  1045.3196 34.6935 1.1404
30426.47 3810.00 1519.5968  1045.3650 34.6937 1.1369
30426.47 3820.00 1519.7617  1045.4104 34.6939 1.1333
30426.47 3830.00 1519.9266  1045.4558 34.6941 1.1297
30426.47 3840.00 1520.0915  1045.5012 34.6943 1.1261
30426.47 3850.00 1520.2564  1045.5466 34.6945 1.1225
30426.47 3860.00 1520.4213  1045.5920 34.6947 1.1189
30426.47 3870.00 1520.5863  1045.6374 34.6949 1.1153
30426.47 3880.00 1520.7512  1045.6828 34.6951 1.1117
30426.47 3890.00 1520.9161  1045.7282 34.6953 1.1081
30426.47 3900.00 1521.0810  1045.7736 34.6955 1.1045
30426.47 3910.00 1521.2459  1045.8190 34.6957 1.1009
30426.47 3920.00 1521.4112  1045.8643 34.6959 1.0971
30426.47 3930.00 1521.5765  1045.9095 34.6962 1.0933
30426.47 3940.00 1521.7418  1045.9548 34.6964 1.0895
30426.47 3950.00 1521.9071  1046.0000 34.6966 1.0857
30426.47 3960.00 1522.0723  1046.0453 34.6969 1.0819
30426.47 3970.00 1522.2376  1046.0905 34.6971 1.0780
30426.47 3980.00 1522.4029  1046.1358 34.6973 1.0742
30426.47 3990.00 1522.5682  1046.1810 34.6975 1.0704
30426.47 4000.00 1522.7335  1046.2263 34.6978 1.0666
30426.47 4010.00 1522.8988  1046.2715 34.6980 1.0628
30426.47 4020.00 1523.0641  1046.3168 34.6982 1.0589
30426.47 4030.00 1523.2294  1046.3620 34.6985 1.0551
30426.47 4040.00 1523.3947  1046.4073 34.6987 1.0513
30426.47 4050.00 1523.5600  1046.4525 34.6989 1.0475
30426.47 4060.00 1523.7253  1046.4977 34.6992 1.0437
30426.47 4070.00 1523.8906  1046.5430 34.6994 1.0398
30426.47 4080.00 1524.0559  1046.5882 34.6996 1.0360
30426.47 4090.00 1524.2212  1046.6335 34.6999 1.0322
30426.47 4100.00 1524.3865  1046.6787 34.7001 1.0284
30426.47 4110.00 1524.5518  1046.7240 34.7003 1.0246
30426.47 4120.00 1524.7171  1046.7692 34.7005 1.0207
30426.47 4130.00 1524.8824  1046.8145 34.7008 1.0169
30426.47 4140.00 1525.0477  1046.8597 34.7010 1.0131
30426.47 4150.00 1525.2129  1046.9050 34.7012 1.0093
30426.47 4160.00 1525.3782  1046.9502 34.7015 1.0055
30426.47 4170.00 1525.5435  1046.9955 34.7017 1.0016
30426.47 4180.00 1525.7088  1047.0407 34.7019 0.9978
