-50000.00 0.00 55559.75 4850.00 #x_min(m) z_min(m) x_max(m) z_max(m)
5000.0000 10.0000                #dx(m) dz(m)
30426.47 3350.00 1512.0465  1043.2720 34.6847 1.3034
30426.47 3360.00 1512.2098  1043.3176 34.6849 1.2998
30426.47 3370.00 1512.3731  1043.3632 34.6851 1.2961
30426.47 3380.00 1512.5364  1043.4088 34.6853 1.2925
30426.47 3390.00 1512.6997  1043.4544 34.6855 1.2888
30426.47 3400.00 1512.8630  1043.5000 34.6857 1.2851
30426.47 3410.00 1513.0263  1043.5456 34.6859 1.2815
30426.47 3420.00 1513.1896  1043.5912 34.6861 1.2778
30426.47 3430.00 1513.3529  1043.6368 34.6862 1.2742
30426.47 3440.00 1513.5162  1043.6824 34.6864 1.2705
30426.47 3450.00 1513.6795  1043.7280 34.6866 1.2668
30426.47 3460.00 1513.8428  1043.7736 34.6868 1.2632
30426.47 3470.00 1514.0061  1043.8192 34.6870 1.2595
30426.47 3480.00 1514.1694  1043.8648 34.6872 1.2559
30426.47 3490.00 1514.3327  1043.9104 34.6874 1.2522
30426.47 3500.00 1514.4960  1043.9560 34.6876 1.2485
30426.47 3510.00 1514.6593  1044.0016 34.6878 1.2449
30426.47 3520.00 1514.8226  1044.0472 34.6880 1.2412
30426.47 3530.00 1514.9859  1044.0928 34.6882 1.2376
30426.47 3540.00 1515.1492  1044.1384 34.6884 1.2339
30426.47 3550.00 1515.3125  1044.1840 34.6886 1.2302
30426.47 3560.00 1515.4758  1044.2296 34.6888 1.2266
30426.47 3570.00 1515.6391  1044.2752 34.6889 1.2229
30426.47 3580.00 1515.8024  1044.3208 34.6891 1.2193
30426.47 3590.00 1515.9672  1044.3662 34.6893 1.2157
30426.47 3600.00 1516.1321  1044.4116 34.6896 1.2121
30426.47 3610.00 1516.2970  1044.4570 34.6898 1.2085
30426.47 3620.00 1516.4620  1044.5024 34.6900 1.2049
30426.47 3630.00 1516.6269  1044.5478 34.6902 1.2013
30426.47 3640.00 1516.7918  1044.5932 34.6904 1.1977
30426.47 3650.00 1516.9568  1044.6386 34.6906 1.1941
30426.47 3660.00 1517.1217  1044.6840 34.6908 1.1905
30426.47 3670.00 1517.2866  1044.7294 34.6910 1.1869
30426.47 3680.00 1517.4516  1044.7748 34.6912 1.1834
30426.47 3690.00 1517.6165  1044.8202 34.6914 1.1798
30426.47 3700.00 1517.7814  1044.8656 34.6916 1.1762
30426.47 3710.00 1517.9464  1044.9110 34.6918 1.1726
30426.47 3720.00 1518.1113  1044.9564 34.6920 1.1690
30426.47 3730.00 1518.2762  1045.0018 34.6922 1.1654
30426.47 3740.00 1518.4411  1045.0472 34.6924 1.1618
30426.47 3750.00 1518.6061  1045.0926 34.6926 1.1582
30426.47 3760.00 1518.7710  1045.1380 34.6928 1.1546
30426.47 3770.00 1518.9359  1045.1834 34.6930 1.1510
30426.47 3780.00 1519.1009  1045.2288 34.6933 1.1475
30426.47 3790.00 1519.2658  1045.2742 34.6935 1.1439
30426.47 3800.00 1519.4307  1045.3196 34.6937 1.1403
30426.47 3810.00 1519.5957  1045.3650 34.6939 1.1367
30426.47 3820.00 1519.7606  1045.4104 34.6941 1.1331
30426.47 3830.00 1519.9255  1045.4558 34.6943 1.1295
30426.47 3840.00 1520.0905  1045.5012 34.6945 1.1259
30426.47 3850.00 1520.2554  1045.5466 34.6947 1.1223
30426.47 3860.00 1520.4203  1045.5920 34.6949 1.1187
30426.47 3870.00 1520.5853  1045.6374 34.6951 1.1151
30426.47 3880.00 1520.7502  1045.6828 34.6953 1.1116
30426.47 3890.00 1520.9151  1045.7282 34.6955 1.1080
30426.47 3900.00 1521.0801  1045.7736 34.6957 1.1044
30426.47 3910.00 1521.2450  1045.8190 34.6959 1.1008
30426.47 3920.00 1521.4109  1045.8643 34.6961 1.0971
30426.47 3930.00 1521.5769  1045.9095 34.6964 1.0935
30426.47 3940.00 1521.7428  1045.9547 34.6966 1.0898
30426.47 3950.00 1521.9088  1045.9999 34.6968 1.0862
30426.47 3960.00 1522.0748  1046.0451 34.6970 1.0825
30426.47 3970.00 1522.2408  1046.0903 34.6972 1.0788
30426.47 3980.00 1522.4068  1046.1355 34.6975 1.0752
30426.47 3990.00 1522.5728  1046.1807 34.6977 1.0715
30426.47 4000.00 1522.7388  1046.2259 34.6979 1.0679
30426.47 4010.00 1522.9048  1046.2711 34.6981 1.0642
30426.47 4020.00 1523.0708  1046.3164 34.6983 1.0605
30426.47 4030.00 1523.2368  1046.3616 34.6985 1.0569
30426.47 4040.00 1523.4028  1046.4068 34.6988 1.0532
30426.47 4050.00 1523.5688  1046.4520 34.6990 1.0496
30426.47 4060.00 1523.7348  1046.4972 34.6992 1.0459
30426.47 4070.00 1523.9008  1046.5424 34.6994 1.0422
30426.47 4080.00 1524.0668  1046.5876 34.6996 1.0386
30426.47 4090.00 1524.2328  1046.6328 34.6999 1.0349
30426.47 4100.00 1524.3988  1046.6780 34.7001 1.0312
30426.47 4110.00 1524.5648  1046.7232 34.7003 1.0276
30426.47 4120.00 1524.7308  1046.7684 34.7005 1.0239
30426.47 4130.00 1524.8968  1046.8136 34.7007 1.0203
30426.47 4140.00 1525.0628  1046.8589 34.7010 1.0166
30426.47 4150.00 1525.2288  1046.9041 34.7012 1.0129
30426.47 4160.00 1525.3948  1046.9493 34.7014 1.0093
30426.47 4170.00 1525.5608  1046.9945 34.7016 1.0056
30426.47 4180.00 1525.7268  1047.0397 34.7018 1.0020
30426.47 4190.00 1525.8927  1047.0849 34.7020 0.9983
30426.47 4200.00 1526.0587  1047.1301 34.7023 0.9946
30426.47 4210.00 1526.2247  1047.1753 34.7025 0.9910
30426.47 4220.00 1526.3907  1047.2205 34.7027 0.9873
30426.47 4230.00 1526.5567  1047.2657 34.7029 0.9837
30426.47 4240.00 1526.7227  1047.3109 34.7031 0.9800
30426.47 4250.00 1526.8887  1047.3561 34.7034 0.9763
30426.47 4260.00 1527.0547  1047.4014 34.7036 0.9727
30426.47 4270.00 1527.2239  1047.4463 34.7038 0.9696
30426.47 4280.00 1527.3956  1047.4911 34.7039 0.9669
30426.47 4290.00 1527.5672  1047.5358 34.7041 0.9642
30426.47 4300.00 1527.7388  1047.5806 34.7043 0.9615
30426.47 4310.00 1527.9104  1047.6254 34.7044 0.9588
30426.47 4320.00 1528.0821  1047.6701 34.7046 0.9560
30426.47 4330.00 1528.2537  1047.7149 34.7047 0.9533
30426.47 4340.00 1528.4253  1047.7597 34.7049 0.9506
30426.47 4350.00 1528.5969  1047.8044 34.7051 0.9479
30426.47 4360.00 1528.7686  1047.8492 34.7052 0.9452
30426.47 4370.00 1528.9402  1047.8939 34.7054 0.9425
30426.47 4380.00 1529.1118  1047.9387 34.7056 0.9398
30426.47 4390.00 1529.2834  1047.9835 34.7057 0.9371
30426.47 4400.00 1529.4550  1048.0282 34.7059 0.9344
30426.47 4410.00 1529.6267  1048.0730 34.7060 0.9317
30426.47 4420.00 1529.7983  1048.1178 34.7062 0.9290
30426.47 4430.00 1529.9699  1048.1625 34.7064 0.9263
30426.47 4440.00 1530.1415  1048.2073 34.7065 0.9236
30426.47 4450.00 1530.3132  1048.2520 34.7067 0.9209
30426.47 4460.00 1530.4848  1048.2968 34.7069 0.9182
30426.47 4470.00 1530.6564  1048.3416 34.7070 0.9155
30426.47 4480.00 1530.8280  1048.3863 34.7072 0.9128
30426.47 4490.00 1530.9997  1048.4311 34.7073 0.9101
30426.47 4500.00 1531.1713  1048.4759 34.7075 0.9073
30426.47 4510.00 1531.3429  1048.5206 34.7077 0.9046
30426.47 4520.00 1531.5145  1048.5654 34.7078 0.9019
30426.47 4530.00 1531.6861  1048.6101 34.7080 0.8992
30426.47 4540.00 1531.8578  1048.6549 34.7081 0.8965
30426.47 4550.00 1532.0294  1048.6997 34.7083 0.8938
30426.47 4560.00 1532.2010  1048.7444 34.7085 0.8911
30426.47 4570.00 1532.3726  1048.7892 34.7086 0.8884
30426.47 4580.00 1532.5443  1048.8340 34.7088 0.8857
30426.47 4590.00 1532.7159  1048.8787 34.7090 0.8830
30426.47 4600.00 1532.8875  1048.9235 34.7091 0.8803
30426.47 4610.00 1533.0591  1048.9683 34.7093 0.8776
30426.47 4620.00 1533.2307  1049.0130 34.7094 0.8749
30426.47 4630.00 1533.4024  1049.0578 34.7096 0.8722
30426.47 4640.00 1533.5740  1049.1025 34.7098 0.8695
30426.47 4650.00 1533.7586  1049.1464 34.7098 0.8694
30426.47 4660.00 1533.9435  1049.1903 34.7098 0.8694
30426.47 4670.00 1534.1284  1049.2341 34.7098 0.8694
30426.47 4680.00 1534.3134  1049.2780 34.7098 0.8694
30426.47 4690.00 1534.4983  1049.3219 34.7098 0.8694
30426.47 4700.00 1534.6832  1049.3657 34.7098 0.8694
30426.47 4710.00 1534.8681  1049.4096 34.7098 0.8694
30426.47 4720.00 1535.0530  1049.4535 34.7098 0.8694
30426.47 4730.00 1535.2380  1049.4973 34.7098 0.8694
30426.47 4740.00 1535.4229  1049.5412 34.7098 0.8694
30426.47 4750.00 1535.6078  1049.5850 34.7098 0.8694
30426.47 4760.00 1535.7927  1049.6289 34.7098 0.8694
30426.47 4770.00 1535.9777  1049.6728 34.7098 0.8694
30426.47 4780.00 1536.1626  1049.7166 34.7098 0.8694
30426.47 4790.00 1536.3475  1049.7605 34.7098 0.8694
30426.47 4800.00 1536.5324  1049.8043 34.7098 0.8694
30426.47 4810.00 1536.7174  1049.8482 34.7098 0.8694
30426.47 4820.00 1536.9023  1049.8921 34.7098 0.8694
30426.47 4830.00 1537.0872  1049.9359 34.7098 0.8694
30426.47 4840.00 1537.2721  1049.9798 34.7098 0.8694
30426.47 4850.00 1537.4570  1050.0237 34.7098 0.8694
35453.13 0.00 1543.3277  1022.7923 35.7766 28.5666
35453.13 10.00 1543.4713  1022.8408 35.7779 28.5533
35453.13 20.00 1543.6080  1022.8933 35.7826 28.5350
35453.13 30.00 1543.7036  1022.9607 35.7963 28.4928
35453.13 40.00 1543.7182  1023.0509 35.8212 28.4069
35453.13 50.00 1543.6285  1023.1669 35.8568 28.2674
35453.13 60.00 1543.4419  1023.3072 35.9031 28.0780
35453.13 70.00 1543.1777  1023.4699 35.9616 27.8478
35453.13 80.00 1542.8125  1023.6579 36.0323 27.5669
35453.13 90.00 1542.2902  1023.8763 36.1125 27.2128
35453.13 100.00 1541.5380  1024.1297 36.1975 26.7580
35453.13 110.00 1540.5047  1024.4109 36.2742 26.1909
35453.13 120.00 1539.2778  1024.6889 36.3242 25.5629
35453.13 130.00 1538.0524  1024.9297 36.3398 24.9632
35453.13 140.00 1536.9555  1025.1236 36.3275 24.4400
35453.13 150.00 1535.9942  1025.2724 36.2898 23.9947
35453.13 160.00 1534.9852  1025.4118 36.2387 23.5420
35453.13 170.00 1533.9376  1025.5436 36.1767 23.0834
35453.13 180.00 1532.6140  1025.6807 36.0929 22.5385
35453.13 190.00 1531.2031  1025.8196 36.0023 21.9664
35453.13 200.00 1529.5160  1025.9682 35.9003 21.3118
35453.13 210.00 1527.5805  1026.1255 35.7878 20.5830
35453.13 220.00 1525.6450  1026.2828 35.6754 19.8541
35453.13 230.00 1523.4681  1026.4446 35.5667 19.0762
35453.13 240.00 1521.2014  1026.6079 35.4593 18.2799
35453.13 250.00 1518.9347  1026.7712 35.3519 17.4837
35453.13 260.00 1516.6987  1026.9302 35.2521 16.7098
35453.13 270.00 1514.5532  1027.0761 35.1745 16.0020
35453.13 280.00 1512.4077  1027.2219 35.0970 15.2943
35453.13 290.00 1510.2622  1027.3678 35.0195 14.5865
35453.13 300.00 1508.1201  1027.5135 34.9422 13.8800
35453.13 310.00 1506.4592  1027.6306 34.8986 13.3548
35453.13 320.00 1504.7983  1027.7476 34.8550 12.8297
35453.13 330.00 1503.1375  1027.8647 34.8114 12.3046
35453.13 340.00 1501.4766  1027.9817 34.7678 11.7794
35453.13 350.00 1499.8157  1028.0988 34.7242 11.2543
35453.13 360.00 1498.7342  1028.1906 34.7037 10.9111
35453.13 370.00 1497.6950  1028.2806 34.6848 10.5812
35453.13 380.00 1496.6557  1028.3705 34.6660 10.2512
35453.13 390.00 1495.6165  1028.4605 34.6471 9.9213
35453.13 400.00 1494.5772  1028.5505 34.6282 9.5914
35453.13 410.00 1493.5416  1028.6403 34.6094 9.2625
35453.13 420.00 1493.0173  1028.7112 34.6031 9.0793
35453.13 430.00 1492.4931  1028.7820 34.5968 8.8961
35453.13 440.00 1491.9688  1028.8529 34.5905 8.7130
35453.13 450.00 1491.4446  1028.9237 34.5842 8.5298
35453.13 460.00 1490.9203  1028.9945 34.5779 8.3466
35453.13 470.00 1490.3961  1029.0654 34.5716 8.1634
35453.13 480.00 1489.9333  1029.1339 34.5662 7.9972
35453.13 490.00 1489.6520  1029.1954 34.5633 7.8810
35453.13 500.00 1489.3707  1029.2569 34.5604 7.7649
35453.13 510.00 1489.0894  1029.3184 34.5575 7.6487
35453.13 520.00 1488.8082  1029.3799 34.5546 7.5326
35453.13 530.00 1488.5269  1029.4414 34.5517 7.4164
35453.13 540.00 1488.2456  1029.5029 34.5488 7.3003
35453.13 550.00 1487.9643  1029.5644 34.5459 7.1841
35453.13 560.00 1487.7478  1029.6232 34.5436 7.0860
35453.13 570.00 1487.5554  1029.6810 34.5415 6.9946
35453.13 580.00 1487.3630  1029.7388 34.5395 6.9032
35453.13 590.00 1487.1706  1029.7966 34.5374 6.8118
35453.13 600.00 1486.9782  1029.8544 34.5354 6.7205
35453.13 610.00 1486.7858  1029.9122 34.5333 6.6291
35453.13 620.00 1486.5934  1029.9700 34.5312 6.5377
35453.13 630.00 1486.4010  1030.0278 34.5292 6.4463
35453.13 640.00 1486.2414  1030.0845 34.5276 6.3638
35453.13 650.00 1486.1114  1030.1402 34.5265 6.2894
35453.13 660.00 1485.9813  1030.1958 34.5253 6.2149
35453.13 670.00 1485.8513  1030.2515 34.5242 6.1405
35453.13 680.00 1485.7212  1030.3072 34.5230 6.0660
35453.13 690.00 1485.5912  1030.3629 34.5218 5.9916
35453.13 700.00 1485.4611  1030.4185 34.5207 5.9171
35453.13 710.00 1485.3310  1030.4742 34.5195 5.8427
35453.13 720.00 1485.2010  1030.5299 34.5184 5.7682
35453.13 730.00 1485.1118  1030.5845 34.5179 5.7044
35453.13 740.00 1485.0354  1030.6386 34.5177 5.6440
35453.13 750.00 1484.9591  1030.6928 34.5175 5.5836
35453.13 760.00 1484.8827  1030.7470 34.5173 5.5232
35453.13 770.00 1484.8064  1030.8012 34.5171 5.4628
35453.13 780.00 1484.7301  1030.8554 34.5168 5.4025
35453.13 790.00 1484.6537  1030.9096 34.5166 5.3421
35453.13 800.00 1484.5774  1030.9638 34.5164 5.2817
35453.13 810.00 1484.5011  1031.0180 34.5162 5.2213
35453.13 820.00 1484.4472  1031.0717 34.5163 5.1666
35453.13 830.00 1484.4115  1031.1248 34.5168 5.1166
35453.13 840.00 1484.3759  1031.1780 34.5173 5.0667
35453.13 850.00 1484.3402  1031.2312 34.5178 5.0167
35453.13 860.00 1484.3045  1031.2844 34.5183 4.9667
35453.13 870.00 1484.2688  1031.3376 34.5188 4.9167
35453.13 880.00 1484.2332  1031.3908 34.5193 4.8667
35453.13 890.00 1484.1975  1031.4439 34.5198 4.8168
35453.13 900.00 1484.1618  1031.4971 34.5202 4.7668
35453.13 910.00 1484.1269  1031.5503 34.5207 4.7170
35453.13 920.00 1484.1187  1031.6028 34.5216 4.6740
35453.13 930.00 1484.1105  1031.6552 34.5225 4.6310
35453.13 940.00 1484.1023  1031.7077 34.5234 4.5880
35453.13 950.00 1484.0941  1031.7602 34.5243 4.5450
35453.13 960.00 1484.0859  1031.8127 34.5252 4.5021
35453.13 970.00 1484.0778  1031.8651 34.5261 4.4591
35453.13 980.00 1484.0696  1031.9176 34.5270 4.4161
35453.13 990.00 1484.0614  1031.9701 34.5279 4.3731
35453.13 1000.00 1484.0532  1032.0226 34.5288 4.3301
35453.13 1010.00 1484.0505  1032.0749 34.5297 4.2885
35453.13 1020.00 1484.0618  1032.1268 34.5308 4.2505
35453.13 1030.00 1484.0730  1032.1787 34.5319 4.2124
35453.13 1040.00 1484.0843  1032.2306 34.5330 4.1744
35453.13 1050.00 1484.0955  1032.2826 34.5341 4.1363
35453.13 1060.00 1484.1068  1032.3345 34.5352 4.0983
35453.13 1070.00 1484.1180  1032.3864 34.5363 4.0602
35453.13 1080.00 1484.1293  1032.4383 34.5374 4.0222
35453.13 1090.00 1484.1405  1032.4903 34.5385 3.9841
35453.13 1100.00 1484.1518  1032.5422 34.5396 3.9461
35453.13 1110.00 1484.1697  1032.5939 34.5407 3.9097
35453.13 1120.00 1484.1974  1032.6453 34.5419 3.8758
35453.13 1130.00 1484.2251  1032.6968 34.5432 3.8418
35453.13 1140.00 1484.2528  1032.7482 34.5444 3.8079
35453.13 1150.00 1484.2805  1032.7996 34.5456 3.7740
35453.13 1160.00 1484.3081  1032.8510 34.5468 3.7400
35453.13 1170.00 1484.3358  1032.9025 34.5480 3.7061
35453.13 1180.00 1484.3635  1032.9539 34.5492 3.6722
35453.13 1190.00 1484.3912  1033.0053 34.5504 3.6382
35453.13 1200.00 1484.4189  1033.0568 34.5516 3.6043
35453.13 1210.00 1484.4534  1033.1080 34.5528 3.5721
35453.13 1220.00 1484.4966  1033.1589 34.5541 3.5419
35453.13 1230.00 1484.5398  1033.2098 34.5553 3.5118
35453.13 1240.00 1484.5829  1033.2608 34.5566 3.4817
35453.13 1250.00 1484.6261  1033.3117 34.5578 3.4515
35453.13 1260.00 1484.6693  1033.3626 34.5591 3.4214
35453.13 1270.00 1484.7124  1033.4136 34.5603 3.3913
35453.13 1280.00 1484.7556  1033.4645 34.5616 3.3612
35453.13 1290.00 1484.7988  1033.5155 34.5628 3.3310
35453.13 1300.00 1484.8420  1033.5664 34.5641 3.3009
35453.13 1310.00 1484.8909  1033.6171 34.5654 3.2722
35453.13 1320.00 1484.9494  1033.6676 34.5666 3.2458
35453.13 1330.00 1485.0079  1033.7180 34.5679 3.2193
35453.13 1340.00 1485.0664  1033.7685 34.5692 3.1929
35453.13 1350.00 1485.1249  1033.8190 34.5704 3.1664
35453.13 1360.00 1485.1835  1033.8694 34.5717 3.1400
35453.13 1370.00 1485.2420  1033.9199 34.5730 3.1136
35453.13 1380.00 1485.3005  1033.9703 34.5742 3.0871
35453.13 1390.00 1485.3590  1034.0208 34.5755 3.0607
35453.13 1400.00 1485.4175  1034.0712 34.5768 3.0343
35453.13 1410.00 1485.4773  1034.1216 34.5781 3.0081
35453.13 1420.00 1485.5510  1034.1716 34.5793 2.9853
35453.13 1430.00 1485.6247  1034.2215 34.5805 2.9625
35453.13 1440.00 1485.6985  1034.2714 34.5818 2.9396
35453.13 1450.00 1485.7722  1034.3214 34.5830 2.9168
35453.13 1460.00 1485.8460  1034.3713 34.5843 2.8940
35453.13 1470.00 1485.9197  1034.4213 34.5855 2.8712
35453.13 1480.00 1485.9935  1034.4712 34.5868 2.8483
35453.13 1490.00 1486.0672  1034.5212 34.5880 2.8255
35453.13 1500.00 1486.1409  1034.5711 34.5893 2.8027
35453.13 1510.00 1486.2147  1034.6210 34.5905 2.7798
35453.13 1520.00 1486.2929  1034.6708 34.5917 2.7580
35453.13 1530.00 1486.3820  1034.7202 34.5929 2.7388
35453.13 1540.00 1486.4710  1034.7696 34.5940 2.7195
35453.13 1550.00 1486.5601  1034.8190 34.5952 2.7003
35453.13 1560.00 1486.6492  1034.8684 34.5964 2.6810
35453.13 1570.00 1486.7383  1034.9177 34.5975 2.6618
35453.13 1580.00 1486.8273  1034.9671 34.5987 2.6425
35453.13 1590.00 1486.9164  1035.0165 34.5999 2.6233
35453.13 1600.00 1487.0055  1035.0659 34.6010 2.6040
35453.13 1610.00 1487.0946  1035.1153 34.6022 2.5848
35453.13 1620.00 1487.1837  1035.1647 34.6034 2.5655
35453.13 1630.00 1487.2727  1035.2140 34.6045 2.5463
35453.13 1640.00 1487.3707  1035.2631 34.6056 2.5291
35453.13 1650.00 1487.4751  1035.3119 34.6067 2.5133
35453.13 1660.00 1487.5795  1035.3607 34.6077 2.4976
35453.13 1670.00 1487.6839  1035.4095 34.6087 2.4818
35453.13 1680.00 1487.7882  1035.4583 34.6098 2.4661
35453.13 1690.00 1487.8926  1035.5071 34.6108 2.4504
35453.13 1700.00 1487.9970  1035.5559 34.6119 2.4346
35453.13 1710.00 1488.1014  1035.6047 34.6129 2.4189
35453.13 1720.00 1488.2058  1035.6535 34.6139 2.4031
35453.13 1730.00 1488.3101  1035.7023 34.6150 2.3874
35453.13 1740.00 1488.4145  1035.7511 34.6160 2.3717
35453.13 1750.00 1488.5189  1035.7999 34.6170 2.3559
35453.13 1760.00 1488.6233  1035.8487 34.6181 2.3402
35453.13 1770.00 1488.7346  1035.8972 34.6190 2.3260
35453.13 1780.00 1488.8532  1035.9454 34.6199 2.3135
35453.13 1790.00 1488.9718  1035.9937 34.6208 2.3010
35453.13 1800.00 1489.0904  1036.0419 34.6217 2.2884
35453.13 1810.00 1489.2090  1036.0901 34.6226 2.2759
35453.13 1820.00 1489.3276  1036.1383 34.6234 2.2634
35453.13 1830.00 1489.4462  1036.1865 34.6243 2.2509
35453.13 1840.00 1489.5648  1036.2347 34.6252 2.2383
35453.13 1850.00 1489.6834  1036.2830 34.6261 2.2258
35453.13 1860.00 1489.8020  1036.3312 34.6270 2.2133
35453.13 1870.00 1489.9206  1036.3794 34.6278 2.2008
35453.13 1880.00 1490.0392  1036.4276 34.6287 2.1882
35453.13 1890.00 1490.1578  1036.4758 34.6296 2.1757
35453.13 1900.00 1490.2764  1036.5240 34.6305 2.1632
35453.13 1910.00 1490.3950  1036.5723 34.6314 2.1507
35453.13 1920.00 1490.5206  1036.6202 34.6321 2.1397
35453.13 1930.00 1490.6512  1036.6678 34.6329 2.1298
35453.13 1940.00 1490.7818  1036.7155 34.6336 2.1200
35453.13 1950.00 1490.9124  1036.7632 34.6343 2.1101
35453.13 1960.00 1491.0430  1036.8109 34.6350 2.1002
35453.13 1970.00 1491.1737  1036.8586 34.6357 2.0904
35453.13 1980.00 1491.3043  1036.9062 34.6364 2.0805
35453.13 1990.00 1491.4349  1036.9539 34.6371 2.0707
35453.13 2000.00 1491.5655  1037.0016 34.6379 2.0608
35453.13 2010.00 1491.6961  1037.0493 34.6386 2.0509
35453.13 2020.00 1491.8267  1037.0970 34.6393 2.0411
35453.13 2030.00 1491.9573  1037.1446 34.6400 2.0312
35453.13 2040.00 1492.0879  1037.1923 34.6407 2.0213
35453.13 2050.00 1492.2186  1037.2400 34.6414 2.0115
35453.13 2060.00 1492.3492  1037.2877 34.6422 2.0016
35453.13 2070.00 1492.4798  1037.3353 34.6429 1.9917
35453.13 2080.00 1492.6104  1037.3830 34.6436 1.9819
35453.13 2090.00 1492.7465  1037.4304 34.6442 1.9732
35453.13 2100.00 1492.8864  1037.4776 34.6448 1.9653
35453.13 2110.00 1493.0263  1037.5248 34.6453 1.9574
35453.13 2120.00 1493.1661  1037.5721 34.6459 1.9496
35453.13 2130.00 1493.3060  1037.6193 34.6465 1.9417
35453.13 2140.00 1493.4458  1037.6665 34.6470 1.9338
35453.13 2150.00 1493.5857  1037.7137 34.6476 1.9259
35453.13 2160.00 1493.7256  1037.7609 34.6481 1.9181
35453.13 2170.00 1493.8654  1037.8081 34.6487 1.9102
35453.13 2180.00 1494.0053  1037.8553 34.6493 1.9023
35453.13 2190.00 1494.1452  1037.9025 34.6498 1.8944
35453.13 2200.00 1494.2850  1037.9498 34.6504 1.8865
35453.13 2210.00 1494.4249  1037.9970 34.6509 1.8787
35453.13 2220.00 1494.5648  1038.0442 34.6515 1.8708
35453.13 2230.00 1494.7046  1038.0914 34.6521 1.8629
35453.13 2240.00 1494.8445  1038.1386 34.6526 1.8550
35453.13 2250.00 1494.9843  1038.1858 34.6532 1.8472
35453.13 2260.00 1495.1242  1038.2330 34.6537 1.8393
35453.13 2270.00 1495.2641  1038.2802 34.6543 1.8314
35453.13 2280.00 1495.4066  1038.3273 34.6548 1.8241
35453.13 2290.00 1495.5535  1038.3741 34.6552 1.8176
35453.13 2300.00 1495.7004  1038.4209 34.6557 1.8112
35453.13 2310.00 1495.8473  1038.4677 34.6561 1.8048
35453.13 2320.00 1495.9942  1038.5145 34.6565 1.7983
35453.13 2330.00 1496.1411  1038.5613 34.6569 1.7919
35453.13 2340.00 1496.2880  1038.6081 34.6574 1.7855
35453.13 2350.00 1496.4349  1038.6549 34.6578 1.7790
35453.13 2360.00 1496.5818  1038.7017 34.6582 1.7726
35453.13 2370.00 1496.7287  1038.7485 34.6586 1.7662
35453.13 2380.00 1496.8756  1038.7953 34.6591 1.7597
35453.13 2390.00 1497.0225  1038.8422 34.6595 1.7533
35453.13 2400.00 1497.1694  1038.8890 34.6599 1.7469
35453.13 2410.00 1497.3163  1038.9358 34.6603 1.7404
35453.13 2420.00 1497.4632  1038.9826 34.6608 1.7340
35453.13 2430.00 1497.6101  1039.0294 34.6612 1.7276
35453.13 2440.00 1497.7570  1039.0762 34.6616 1.7211
35453.13 2450.00 1497.9039  1039.1230 34.6620 1.7147
35453.13 2460.00 1498.0508  1039.1698 34.6624 1.7083
35453.13 2470.00 1498.1977  1039.2166 34.6629 1.7019
35453.13 2480.00 1498.3446  1039.2634 34.6633 1.6954
35453.13 2490.00 1498.4915  1039.3102 34.6637 1.6890
35453.13 2500.00 1498.6434  1039.3567 34.6641 1.6835
35453.13 2510.00 1498.7960  1039.4031 34.6644 1.6782
35453.13 2520.00 1498.9486  1039.4496 34.6647 1.6729
35453.13 2530.00 1499.1012  1039.4960 34.6650 1.6675
35453.13 2540.00 1499.2538  1039.5425 34.6653 1.6622
35453.13 2550.00 1499.4065  1039.5889 34.6656 1.6569
35453.13 2560.00 1499.5591  1039.6353 34.6659 1.6516
35453.13 2570.00 1499.7117  1039.6818 34.6663 1.6462
35453.13 2580.00 1499.8643  1039.7282 34.6666 1.6409
35453.13 2590.00 1500.0169  1039.7746 34.6669 1.6356
35453.13 2600.00 1500.1695  1039.8211 34.6672 1.6303
35453.13 2610.00 1500.3221  1039.8675 34.6675 1.6249
35453.13 2620.00 1500.4747  1039.9140 34.6678 1.6196
35453.13 2630.00 1500.6273  1039.9604 34.6682 1.6143
35453.13 2640.00 1500.7799  1040.0068 34.6685 1.6090
35453.13 2650.00 1500.9326  1040.0533 34.6688 1.6036
35453.13 2660.00 1501.0852  1040.0997 34.6691 1.5983
35453.13 2670.00 1501.2378  1040.1462 34.6694 1.5930
35453.13 2680.00 1501.3904  1040.1926 34.6697 1.5876
35453.13 2690.00 1501.5430  1040.2390 34.6700 1.5823
35453.13 2700.00 1501.6956  1040.2855 34.6704 1.5770
35453.13 2710.00 1501.8482  1040.3319 34.6707 1.5717
35453.13 2720.00 1502.0008  1040.3783 34.6710 1.5663
35453.13 2730.00 1502.1538  1040.4248 34.6713 1.5611
35453.13 2740.00 1502.3110  1040.4709 34.6715 1.5566
35453.13 2750.00 1502.4682  1040.5170 34.6718 1.5521
35453.13 2760.00 1502.6255  1040.5631 34.6720 1.5476
35453.13 2770.00 1502.7827  1040.6092 34.6723 1.5431
35453.13 2780.00 1502.9399  1040.6553 34.6725 1.5386
35453.13 2790.00 1503.0971  1040.7014 34.6727 1.5341
35453.13 2800.00 1503.2544  1040.7476 34.6730 1.5296
35453.13 2810.00 1503.4116  1040.7937 34.6732 1.5251
35453.13 2820.00 1503.5688  1040.8398 34.6735 1.5206
35453.13 2830.00 1503.7261  1040.8859 34.6737 1.5161
35453.13 2840.00 1503.8833  1040.9320 34.6739 1.5115
35453.13 2850.00 1504.0405  1040.9781 34.6742 1.5070
35453.13 2860.00 1504.1977  1041.0242 34.6744 1.5025
