-50000.00 0.00 55559.75 4850.00 #x_min(m) z_min(m) x_max(m) z_max(m)
5000.0000 10.0000                #dx(m) dz(m)
20373.16 1230.00 1484.5399  1033.2098 34.5553 3.5118
20373.16 1240.00 1484.5830  1033.2608 34.5566 3.4817
20373.16 1250.00 1484.6262  1033.3117 34.5578 3.4515
20373.16 1260.00 1484.6694  1033.3627 34.5591 3.4214
20373.16 1270.00 1484.7125  1033.4136 34.5603 3.3913
20373.16 1280.00 1484.7557  1033.4645 34.5616 3.3612
20373.16 1290.00 1484.7989  1033.5155 34.5628 3.3310
20373.16 1300.00 1484.8420  1033.5664 34.5641 3.3009
20373.16 1310.00 1484.8910  1033.6172 34.5654 3.2722
20373.16 1320.00 1484.9495  1033.6676 34.5666 3.2458
20373.16 1330.00 1485.0080  1033.7181 34.5679 3.2193
20373.16 1340.00 1485.0665  1033.7685 34.5692 3.1929
20373.16 1350.00 1485.1250  1033.8190 34.5704 3.1664
20373.16 1360.00 1485.1835  1033.8694 34.5717 3.1400
20373.16 1370.00 1485.2420  1033.9199 34.5730 3.1136
20373.16 1380.00 1485.3005  1033.9703 34.5742 3.0871
20373.16 1390.00 1485.3590  1034.0208 34.5755 3.0607
20373.16 1400.00 1485.4175  1034.0712 34.5768 3.0343
20373.16 1410.00 1485.4773  1034.1216 34.5781 3.0081
20373.16 1420.00 1485.5511  1034.1716 34.5793 2.9853
20373.16 1430.00 1485.6248  1034.2215 34.5805 2.9625
20373.16 1440.00 1485.6986  1034.2715 34.5818 2.9396
20373.16 1450.00 1485.7723  1034.3214 34.5830 2.9168
20373.16 1460.00 1485.8461  1034.3713 34.5843 2.8940
20373.16 1470.00 1485.9198  1034.4213 34.5855 2.8712
20373.16 1480.00 1485.9935  1034.4712 34.5868 2.8483
20373.16 1490.00 1486.0673  1034.5212 34.5880 2.8255
20373.16 1500.00 1486.1410  1034.5711 34.5893 2.8027
20373.16 1510.00 1486.2148  1034.6210 34.5905 2.7798
20373.16 1520.00 1486.2930  1034.6708 34.5917 2.7580
20373.16 1530.00 1486.3820  1034.7202 34.5929 2.7388
20373.16 1540.00 1486.4711  1034.7696 34.5940 2.7195
20373.16 1550.00 1486.5602  1034.8190 34.5952 2.7003
20373.16 1560.00 1486.6493  1034.8684 34.5964 2.6810
20373.16 1570.00 1486.7384  1034.9177 34.5975 2.6618
20373.16 1580.00 1486.8274  1034.9671 34.5987 2.6425
20373.16 1590.00 1486.9165  1035.0165 34.5999 2.6233
20373.16 1600.00 1487.0056  1035.0659 34.6010 2.6040
20373.16 1610.00 1487.0947  1035.1153 34.6022 2.5848
20373.16 1620.00 1487.1837  1035.1647 34.6034 2.5655
20373.16 1630.00 1487.2728  1035.2140 34.6045 2.5463
20373.16 1640.00 1487.3708  1035.2631 34.6056 2.5291
20373.16 1650.00 1487.4752  1035.3119 34.6067 2.5133
20373.16 1660.00 1487.5796  1035.3607 34.6077 2.4976
20373.16 1670.00 1487.6840  1035.4095 34.6087 2.4818
20373.16 1680.00 1487.7883  1035.4583 34.6098 2.4661
20373.16 1690.00 1487.8927  1035.5071 34.6108 2.4504
20373.16 1700.00 1487.9971  1035.5559 34.6119 2.4346
20373.16 1710.00 1488.1015  1035.6047 34.6129 2.4189
20373.16 1720.00 1488.2059  1035.6535 34.6139 2.4031
20373.16 1730.00 1488.3102  1035.7023 34.6150 2.3874
20373.16 1740.00 1488.4146  1035.7511 34.6160 2.3717
20373.16 1750.00 1488.5190  1035.7999 34.6170 2.3559
20373.16 1760.00 1488.6234  1035.8487 34.6181 2.3402
20373.16 1770.00 1488.7347  1035.8972 34.6190 2.3260
20373.16 1780.00 1488.8533  1035.9454 34.6199 2.3135
20373.16 1790.00 1488.9719  1035.9937 34.6208 2.3010
20373.16 1800.00 1489.0905  1036.0419 34.6217 2.2884
20373.16 1810.00 1489.2091  1036.0901 34.6226 2.2759
20373.16 1820.00 1489.3277  1036.1383 34.6234 2.2634
20373.16 1830.00 1489.4463  1036.1865 34.6243 2.2509
20373.16 1840.00 1489.5649  1036.2348 34.6252 2.2383
20373.16 1850.00 1489.6835  1036.2830 34.6261 2.2258
20373.16 1860.00 1489.8021  1036.3312 34.6270 2.2133
20373.16 1870.00 1489.9207  1036.3794 34.6278 2.2008
20373.16 1880.00 1490.0393  1036.4276 34.6287 2.1882
20373.16 1890.00 1490.1579  1036.4758 34.6296 2.1757
20373.16 1900.00 1490.2765  1036.5241 34.6305 2.1632
20373.16 1910.00 1490.3951  1036.5723 34.6314 2.1507
20373.16 1920.00 1490.5207  1036.6202 34.6321 2.1397
20373.16 1930.00 1490.6513  1036.6679 34.6329 2.1298
20373.16 1940.00 1490.7819  1036.7155 34.6336 2.1200
20373.16 1950.00 1490.9125  1036.7632 34.6343 2.1101
20373.16 1960.00 1491.0432  1036.8109 34.6350 2.1002
20373.16 1970.00 1491.1738  1036.8586 34.6357 2.0904
20373.16 1980.00 1491.3044  1036.9063 34.6364 2.0805
20373.16 1990.00 1491.4350  1036.9539 34.6371 2.0707
20373.16 2000.00 1491.5656  1037.0016 34.6379 2.0608
20373.16 2010.00 1491.6962  1037.0493 34.6386 2.0509
20373.16 2020.00 1491.8268  1037.0970 34.6393 2.0411
20373.16 2030.00 1491.9575  1037.1446 34.6400 2.0312
20373.16 2040.00 1492.0881  1037.1923 34.6407 2.0213
20373.16 2050.00 1492.2187  1037.2400 34.6414 2.0115
20373.16 2060.00 1492.3493  1037.2877 34.6422 2.0016
20373.16 2070.00 1492.4799  1037.3354 34.6429 1.9917
20373.16 2080.00 1492.6105  1037.3830 34.6436 1.9819
20373.16 2090.00 1492.7467  1037.4304 34.6442 1.9732
20373.16 2100.00 1492.8865  1037.4777 34.6448 1.9653
20373.16 2110.00 1493.0264  1037.5249 34.6453 1.9574
20373.16 2120.00 1493.1663  1037.5721 34.6459 1.9496
20373.16 2130.00 1493.3061  1037.6193 34.6465 1.9417
20373.16 2140.00 1493.4460  1037.6665 34.6470 1.9338
20373.16 2150.00 1493.5859  1037.7137 34.6476 1.9259
20373.16 2160.00 1493.7257  1037.7609 34.6481 1.9181
20373.16 2170.00 1493.8656  1037.8081 34.6487 1.9102
20373.16 2180.00 1494.0054  1037.8554 34.6493 1.9023
20373.16 2190.00 1494.1453  1037.9026 34.6498 1.8944
20373.16 2200.00 1494.2852  1037.9498 34.6504 1.8865
20373.16 2210.00 1494.4250  1037.9970 34.6509 1.8787
20373.16 2220.00 1494.5649  1038.0442 34.6515 1.8708
20373.16 2230.00 1494.7048  1038.0914 34.6521 1.8629
20373.16 2240.00 1494.8446  1038.1386 34.6526 1.8550
20373.16 2250.00 1494.9845  1038.1858 34.6532 1.8472
20373.16 2260.00 1495.1244  1038.2330 34.6537 1.8393
20373.16 2270.00 1495.2642  1038.2803 34.6543 1.8314
20373.16 2280.00 1495.4067  1038.3273 34.6548 1.8241
20373.16 2290.00 1495.5536  1038.3741 34.6552 1.8176
20373.16 2300.00 1495.7005  1038.4209 34.6557 1.8112
20373.16 2310.00 1495.8475  1038.4677 34.6561 1.8048
20373.16 2320.00 1495.9944  1038.5145 34.6565 1.7983
20373.16 2330.00 1496.1413  1038.5613 34.6569 1.7919
20373.16 2340.00 1496.2882  1038.6082 34.6574 1.7855
20373.16 2350.00 1496.4351  1038.6550 34.6578 1.7790
20373.16 2360.00 1496.5820  1038.7018 34.6582 1.7726
20373.16 2370.00 1496.7289  1038.7486 34.6586 1.7662
20373.16 2380.00 1496.8758  1038.7954 34.6591 1.7597
20373.16 2390.00 1497.0227  1038.8422 34.6595 1.7533
20373.16 2400.00 1497.1696  1038.8890 34.6599 1.7469
20373.16 2410.00 1497.3165  1038.9358 34.6603 1.7404
20373.16 2420.00 1497.4634  1038.9826 34.6608 1.7340
20373.16 2430.00 1497.6103  1039.0294 34.6612 1.7276
20373.16 2440.00 1497.7572  1039.0762 34.6616 1.7211
20373.16 2450.00 1497.9041  1039.1230 34.6620 1.7147
20373.16 2460.00 1498.0510  1039.1698 34.6624 1.7083
20373.16 2470.00 1498.1979  1039.2166 34.6629 1.7019
20373.16 2480.00 1498.3448  1039.2634 34.6633 1.6954
20373.16 2490.00 1498.4917  1039.3102 34.6637 1.6890
20373.16 2500.00 1498.6436  1039.3567 34.6641 1.6835
20373.16 2510.00 1498.7962  1039.4032 34.6644 1.6782
20373.16 2520.00 1498.9488  1039.4496 34.6647 1.6729
20373.16 2530.00 1499.1014  1039.4960 34.6650 1.6675
20373.16 2540.00 1499.2540  1039.5425 34.6653 1.6622
20373.16 2550.00 1499.4066  1039.5889 34.6656 1.6569
20373.16 2560.00 1499.5592  1039.6354 34.6659 1.6516
20373.16 2570.00 1499.7119  1039.6818 34.6663 1.6462
20373.16 2580.00 1499.8645  1039.7282 34.6666 1.6409
20373.16 2590.00 1500.0171  1039.7747 34.6669 1.6356
20373.16 2600.00 1500.1697  1039.8211 34.6672 1.6303
20373.16 2610.00 1500.3223  1039.8676 34.6675 1.6249
20373.16 2620.00 1500.4749  1039.9140 34.6678 1.6196
20373.16 2630.00 1500.6275  1039.9604 34.6682 1.6143
20373.16 2640.00 1500.7801  1040.0069 34.6685 1.6090
20373.16 2650.00 1500.9327  1040.0533 34.6688 1.6036
20373.16 2660.00 1501.0854  1040.0997 34.6691 1.5983
20373.16 2670.00 1501.2380  1040.1462 34.6694 1.5930
20373.16 2680.00 1501.3906  1040.1926 34.6697 1.5876
20373.16 2690.00 1501.5432  1040.2391 34.6700 1.5823
20373.16 2700.00 1501.6958  1040.2855 34.6704 1.5770
20373.16 2710.00 1501.8484  1040.3319 34.6707 1.5717
20373.16 2720.00 1502.0010  1040.3784 34.6710 1.5663
20373.16 2730.00 1502.1540  1040.4248 34.6713 1.5611
20373.16 2740.00 1502.3112  1040.4709 34.6715 1.5566
20373.16 2750.00 1502.4684  1040.5170 34.6718 1.5521
20373.16 2760.00 1502.6257  1040.5631 34.6720 1.5476
20373.16 2770.00 1502.7829  1040.6093 34.6723 1.5431
20373.16 2780.00 1502.9401  1040.6554 34.6725 1.5386
20373.16 2790.00 1503.0973  1040.7015 34.6727 1.5341
20373.16 2800.00 1503.2546  1040.7476 34.6730 1.5296
20373.16 2810.00 1503.4118  1040.7937 34.6732 1.5251
20373.16 2820.00 1503.5690  1040.8398 34.6735 1.5206
20373.16 2830.00 1503.7263  1040.8859 34.6737 1.5161
20373.16 2840.00 1503.8835  1040.9321 34.6739 1.5115
20373.16 2850.00 1504.0407  1040.9782 34.6742 1.5070
20373.16 2860.00 1504.1979  1041.0243 34.6744 1.5025
20373.16 2870.00 1504.3552  1041.0704 34.6747 1.4980
20373.16 2880.00 1504.5124  1041.1165 34.6749 1.4935
20373.16 2890.00 1504.6696  1041.1626 34.6751 1.4890
20373.16 2900.00 1504.8268  1041.2087 34.6754 1.4845
20373.16 2910.00 1504.9841  1041.2549 34.6756 1.4800
20373.16 2920.00 1505.1413  1041.3010 34.6759 1.4755
20373.16 2930.00 1505.2985  1041.3471 34.6761 1.4710
20373.16 2940.00 1505.4558  1041.3932 34.6763 1.4665
20373.16 2950.00 1505.6130  1041.4393 34.6766 1.4620
20373.16 2960.00 1505.7702  1041.4854 34.6768 1.4575
20373.16 2970.00 1505.9274  1041.5315 34.6771 1.4530
20373.16 2980.00 1506.0847  1041.5776 34.6773 1.4485
20373.16 2990.00 1506.2419  1041.6238 34.6775 1.4440
20373.16 3000.00 1506.4025  1041.6696 34.6777 1.4400
20373.16 3010.00 1506.5632  1041.7154 34.6779 1.4361
20373.16 3020.00 1506.7239  1041.7613 34.6781 1.4321
20373.16 3030.00 1506.8846  1041.8071 34.6783 1.4281
20373.16 3040.00 1507.0453  1041.8529 34.6785 1.4241
20373.16 3050.00 1507.2060  1041.8988 34.6787 1.4202
20373.16 3060.00 1507.3667  1041.9446 34.6789 1.4162
20373.16 3070.00 1507.5274  1041.9905 34.6791 1.4122
20373.16 3080.00 1507.6881  1042.0363 34.6793 1.4083
20373.16 3090.00 1507.8488  1042.0821 34.6795 1.4043
20373.16 3100.00 1508.0095  1042.1280 34.6797 1.4003
20373.16 3110.00 1508.1702  1042.1738 34.6799 1.3964
20373.16 3120.00 1508.3309  1042.2196 34.6801 1.3924
20373.16 3130.00 1508.4916  1042.2655 34.6803 1.3884
20373.16 3140.00 1508.6523  1042.3113 34.6805 1.3844
20373.16 3150.00 1508.8130  1042.3571 34.6807 1.3805
20373.16 3160.00 1508.9737  1042.4030 34.6809 1.3765
20373.16 3170.00 1509.1344  1042.4488 34.6811 1.3725
20373.16 3180.00 1509.2951  1042.4946 34.6813 1.3686
20373.16 3190.00 1509.4558  1042.5405 34.6815 1.3646
20373.16 3200.00 1509.6164  1042.5863 34.6817 1.3606
20373.16 3210.00 1509.7771  1042.6322 34.6819 1.3567
20373.16 3220.00 1509.9378  1042.6780 34.6821 1.3527
20373.16 3230.00 1510.0985  1042.7238 34.6823 1.3487
20373.16 3240.00 1510.2592  1042.7697 34.6825 1.3448
20373.16 3250.00 1510.4199  1042.8155 34.6828 1.3408
20373.16 3260.00 1510.5806  1042.8613 34.6830 1.3368
20373.16 3270.00 1510.7413  1042.9072 34.6832 1.3328
20373.16 3280.00 1510.9035  1042.9529 34.6833 1.3291
20373.16 3290.00 1511.0668  1042.9985 34.6835 1.3254
20373.16 3300.00 1511.2301  1043.0441 34.6837 1.3217
20373.16 3310.00 1511.3934  1043.0897 34.6839 1.3181
20373.16 3320.00 1511.5567  1043.1353 34.6841 1.3144
20373.16 3330.00 1511.7200  1043.1809 34.6843 1.3108
20373.16 3340.00 1511.8833  1043.2265 34.6845 1.3071
20373.16 3350.00 1512.0466  1043.2721 34.6847 1.3034
20373.16 3360.00 1512.2100  1043.3177 34.6849 1.2998
20373.16 3370.00 1512.3733  1043.3633 34.6851 1.2961
20373.16 3380.00 1512.5366  1043.4089 34.6853 1.2925
20373.16 3390.00 1512.6999  1043.4545 34.6855 1.2888
20373.16 3400.00 1512.8632  1043.5001 34.6857 1.2851
20373.16 3410.00 1513.0265  1043.5457 34.6859 1.2815
20373.16 3420.00 1513.1898  1043.5913 34.6861 1.2778
20373.16 3430.00 1513.3531  1043.6369 34.6862 1.2742
20373.16 3440.00 1513.5164  1043.6825 34.6864 1.2705
20373.16 3450.00 1513.6797  1043.7281 34.6866 1.2668
20373.16 3460.00 1513.8430  1043.7737 34.6868 1.2632
20373.16 3470.00 1514.0063  1043.8193 34.6870 1.2595
20373.16 3480.00 1514.1696  1043.8649 34.6872 1.2559
20373.16 3490.00 1514.3329  1043.9105 34.6874 1.2522
20373.16 3500.00 1514.4962  1043.9561 34.6876 1.2485
20373.16 3510.00 1514.6595  1044.0017 34.6878 1.2449
20373.16 3520.00 1514.8228  1044.0473 34.6880 1.2412
20373.16 3530.00 1514.9861  1044.0929 34.6882 1.2376
20373.16 3540.00 1515.1494  1044.1385 34.6884 1.2339
20373.16 3550.00 1515.3127  1044.1841 34.6886 1.2302
20373.16 3560.00 1515.4760  1044.2297 34.6888 1.2266
20373.16 3570.00 1515.6393  1044.2753 34.6889 1.2229
20373.16 3580.00 1515.8026  1044.3209 34.6891 1.2193
20373.16 3590.00 1515.9673  1044.3663 34.6893 1.2157
20373.16 3600.00 1516.1323  1044.4117 34.6896 1.2121
20373.16 3610.00 1516.2972  1044.4571 34.6898 1.2085
20373.16 3620.00 1516.4621  1044.5025 34.6900 1.2049
20373.16 3630.00 1516.6271  1044.5479 34.6902 1.2013
20373.16 3640.00 1516.7920  1044.5933 34.6904 1.1977
20373.16 3650.00 1516.9569  1044.6387 34.6906 1.1941
20373.16 3660.00 1517.1219  1044.6841 34.6908 1.1905
20373.16 3670.00 1517.2868  1044.7295 34.6910 1.1869
20373.16 3680.00 1517.4517  1044.7749 34.6912 1.1834
20373.16 3690.00 1517.6167  1044.8203 34.6914 1.1798
20373.16 3700.00 1517.7816  1044.8657 34.6916 1.1762
20373.16 3710.00 1517.9465  1044.9111 34.6918 1.1726
20373.16 3720.00 1518.1115  1044.9565 34.6920 1.1690
20373.16 3730.00 1518.2764  1045.0019 34.6922 1.1654
20373.16 3740.00 1518.4413  1045.0473 34.6924 1.1618
20373.16 3750.00 1518.6063  1045.0927 34.6926 1.1582
20373.16 3760.00 1518.7712  1045.1381 34.6928 1.1546
20373.16 3770.00 1518.9361  1045.1835 34.6930 1.1510
20373.16 3780.00 1519.1011  1045.2289 34.6933 1.1475
20373.16 3790.00 1519.2660  1045.2743 34.6935 1.1439
20373.16 3800.00 1519.4309  1045.3197 34.6937 1.1403
20373.16 3810.00 1519.5959  1045.3651 34.6939 1.1367
20373.16 3820.00 1519.7608  1045.4105 34.6941 1.1331
20373.16 3830.00 1519.9257  1045.4559 34.6943 1.1295
20373.16 3840.00 1520.0907  1045.5013 34.6945 1.1259
20373.16 3850.00 1520.2556  1045.5467 34.6947 1.1223
20373.16 3860.00 1520.4205  1045.5921 34.6949 1.1187
20373.16 3870.00 1520.5855  1045.6375 34.6951 1.1151
20373.16 3880.00 1520.7504  1045.6829 34.6953 1.1116
20373.16 3890.00 1520.9153  1045.7283 34.6955 1.1080
20373.16 3900.00 1521.0803  1045.7737 34.6957 1.1044
20373.16 3910.00 1521.2452  1045.8191 34.6959 1.1008
20373.16 3920.00 1521.4111  1045.8643 34.6961 1.0971
20373.16 3930.00 1521.5771  1045.9095 34.6964 1.0935
20373.16 3940.00 1521.7431  1045.9547 34.6966 1.0898
20373.16 3950.00 1521.9091  1045.9999 34.6968 1.0862
20373.16 3960.00 1522.0751  1046.0451 34.6970 1.0825
20373.16 3970.00 1522.2410  1046.0904 34.6972 1.0788
20373.16 3980.00 1522.4070  1046.1356 34.6975 1.0752
20373.16 3990.00 1522.5730  1046.1808 34.6977 1.0715
20373.16 4000.00 1522.7390  1046.2260 34.6979 1.0679
20373.16 4010.00 1522.9050  1046.2712 34.6981 1.0642
20373.16 4020.00 1523.0710  1046.3164 34.6983 1.0605
20373.16 4030.00 1523.2370  1046.3616 34.6985 1.0569
20373.16 4040.00 1523.4030  1046.4068 34.6988 1.0532
20373.16 4050.00 1523.5690  1046.4520 34.6990 1.0496
20373.16 4060.00 1523.7350  1046.4972 34.6992 1.0459
20373.16 4070.00 1523.9010  1046.5424 34.6994 1.0422
20373.16 4080.00 1524.0670  1046.5877 34.6996 1.0386
20373.16 4090.00 1524.2330  1046.6329 34.6999 1.0349
20373.16 4100.00 1524.3990  1046.6781 34.7001 1.0312
20373.16 4110.00 1524.5650  1046.7233 34.7003 1.0276
20373.16 4120.00 1524.7310  1046.7685 34.7005 1.0239
20373.16 4130.00 1524.8970  1046.8137 34.7007 1.0203
20373.16 4140.00 1525.0630  1046.8589 34.7010 1.0166
20373.16 4150.00 1525.2290  1046.9041 34.7012 1.0129
20373.16 4160.00 1525.3950  1046.9493 34.7014 1.0093
20373.16 4170.00 1525.5610  1046.9945 34.7016 1.0056
20373.16 4180.00 1525.7270  1047.0397 34.7018 1.0020
20373.16 4190.00 1525.8930  1047.0849 34.7020 0.9983
20373.16 4200.00 1526.0590  1047.1302 34.7023 0.9946
20373.16 4210.00 1526.2250  1047.1754 34.7025 0.9910
20373.16 4220.00 1526.3910  1047.2206 34.7027 0.9873
20373.16 4230.00 1526.5570  1047.2658 34.7029 0.9837
20373.16 4240.00 1526.7230  1047.3110 34.7031 0.9800
20373.16 4250.00 1526.8890  1047.3562 34.7034 0.9763
20373.16 4260.00 1527.0550  1047.4014 34.7036 0.9727
20373.16 4270.00 1527.2242  1047.4464 34.7038 0.9696
20373.16 4280.00 1527.3958  1047.4911 34.7039 0.9669
20373.16 4290.00 1527.5674  1047.5359 34.7041 0.9642
20373.16 4300.00 1527.7391  1047.5806 34.7043 0.9615
20373.16 4310.00 1527.9107  1047.6254 34.7044 0.9588
20373.16 4320.00 1528.0823  1047.6702 34.7046 0.9560
20373.16 4330.00 1528.2539  1047.7149 34.7047 0.9533
20373.16 4340.00 1528.4255  1047.7597 34.7049 0.9506
20373.16 4350.00 1528.5972  1047.8045 34.7051 0.9479
20373.16 4360.00 1528.7688  1047.8492 34.7052 0.9452
20373.16 4370.00 1528.9404  1047.8940 34.7054 0.9425
20373.16 4380.00 1529.1120  1047.9388 34.7056 0.9398
20373.16 4390.00 1529.2837  1047.9835 34.7057 0.9371
20373.16 4400.00 1529.4553  1048.0283 34.7059 0.9344
20373.16 4410.00 1529.6269  1048.0730 34.7060 0.9317
20373.16 4420.00 1529.7985  1048.1178 34.7062 0.9290
20373.16 4430.00 1529.9702  1048.1626 34.7064 0.9263
20373.16 4440.00 1530.1418  1048.2073 34.7065 0.9236
20373.16 4450.00 1530.3134  1048.2521 34.7067 0.9209
20373.16 4460.00 1530.4850  1048.2969 34.7069 0.9182
20373.16 4470.00 1530.6567  1048.3416 34.7070 0.9155
20373.16 4480.00 1530.8283  1048.3864 34.7072 0.9128
20373.16 4490.00 1530.9999  1048.4312 34.7073 0.9101
20373.16 4500.00 1531.1715  1048.4759 34.7075 0.9073
20373.16 4510.00 1531.3431  1048.5207 34.7077 0.9046
20373.16 4520.00 1531.5148  1048.5654 34.7078 0.9019
20373.16 4530.00 1531.6864  1048.6102 34.7080 0.8992
20373.16 4540.00 1531.8580  1048.6550 34.7081 0.8965
20373.16 4550.00 1532.0296  1048.6997 34.7083 0.8938
20373.16 4560.00 1532.2013  1048.7445 34.7085 0.8911
20373.16 4570.00 1532.3729  1048.7893 34.7086 0.8884
20373.16 4580.00 1532.5445  1048.8340 34.7088 0.8857
20373.16 4590.00 1532.7161  1048.8788 34.7090 0.8830
20373.16 4600.00 1532.8878  1048.9235 34.7091 0.8803
20373.16 4610.00 1533.0594  1048.9683 34.7093 0.8776
20373.16 4620.00 1533.2310  1049.0131 34.7094 0.8749
20373.16 4630.00 1533.4026  1049.0578 34.7096 0.8722
20373.16 4640.00 1533.5743  1049.1026 34.7098 0.8695
20373.16 4650.00 1533.7588  1049.1465 34.7098 0.8694
20373.16 4660.00 1533.9438  1049.1903 34.7098 0.8694
20373.16 4670.00 1534.1287  1049.2342 34.7098 0.8694
20373.16 4680.00 1534.3136  1049.2781 34.7098 0.8694
20373.16 4690.00 1534.4985  1049.3219 34.7098 0.8694
20373.16 4700.00 1534.6835  1049.3658 34.7098 0.8694
20373.16 4710.00 1534.8684  1049.4097 34.7098 0.8694
20373.16 4720.00 1535.0533  1049.4535 34.7098 0.8694
20373.16 4730.00 1535.2382  1049.4974 34.7098 0.8694
20373.16 4740.00 1535.4232  1049.5412 34.7098 0.8694
20373.16 4750.00 1535.6081  1049.5851 34.7098 0.8694
20373.16 4760.00 1535.7930  1049.6290 34.7098 0.8694
20373.16 4770.00 1535.9779  1049.6728 34.7098 0.8694
20373.16 4780.00 1536.1629  1049.7167 34.7098 0.8694
20373.16 4790.00 1536.3478  1049.7605 34.7098 0.8694
20373.16 4800.00 1536.5327  1049.8044 34.7098 0.8694
20373.16 4810.00 1536.7176  1049.8483 34.7098 0.8694
20373.16 4820.00 1536.9025  1049.8921 34.7098 0.8694
20373.16 4830.00 1537.0875  1049.9360 34.7098 0.8694
20373.16 4840.00 1537.2724  1049.9799 34.7098 0.8694
20373.16 4850.00 1537.4573  1050.0237 34.7098 0.8694
25399.82 0.00 1543.3277  1022.7923 35.7766 28.5666
25399.82 10.00 1543.4713  1022.8408 35.7779 28.5533
25399.82 20.00 1543.6080  1022.8933 35.7826 28.5350
25399.82 30.00 1543.7036  1022.9607 35.7963 28.4928
25399.82 40.00 1543.7182  1023.0509 35.8212 28.4069
25399.82 50.00 1543.6285  1023.1669 35.8568 28.2674
25399.82 60.00 1543.4419  1023.3072 35.9031 28.0780
25399.82 70.00 1543.1777  1023.4699 35.9616 27.8478
25399.82 80.00 1542.8125  1023.6579 36.0323 27.5669
25399.82 90.00 1542.2902  1023.8763 36.1125 27.2128
25399.82 100.00 1541.5380  1024.1297 36.1975 26.7580
25399.82 110.00 1540.5047  1024.4109 36.2742 26.1909
25399.82 120.00 1539.2778  1024.6889 36.3242 25.5629
25399.82 130.00 1538.0524  1024.9297 36.3398 24.9632
25399.82 140.00 1536.9555  1025.1236 36.3275 24.4400
25399.82 150.00 1535.9942  1025.2724 36.2898 23.9947
25399.82 160.00 1534.9852  1025.4118 36.2387 23.5420
25399.82 170.00 1533.9376  1025.5436 36.1767 23.0834
25399.82 180.00 1532.6140  1025.6807 36.0929 22.5385
25399.82 190.00 1531.2031  1025.8196 36.0023 21.9664
25399.82 200.00 1529.5160  1025.9682 35.9003 21.3118
25399.82 210.00 1527.5805  1026.1255 35.7878 20.5830
25399.82 220.00 1525.6450  1026.2828 35.6754 19.8541
25399.82 230.00 1523.4681  1026.4446 35.5667 19.0762
25399.82 240.00 1521.2014  1026.6079 35.4593 18.2799
25399.82 250.00 1518.9347  1026.7712 35.3519 17.4837
25399.82 260.00 1516.6987  1026.9302 35.2521 16.7098
25399.82 270.00 1514.5532  1027.0760 35.1745 16.0020
25399.82 280.00 1512.4077  1027.2219 35.0970 15.2943
25399.82 290.00 1510.2622  1027.3678 35.0195 14.5865
25399.82 300.00 1508.1201  1027.5135 34.9422 13.8800
25399.82 310.00 1506.4592  1027.6306 34.8986 13.3548
25399.82 320.00 1504.7983  1027.7476 34.8550 12.8297
25399.82 330.00 1503.1375  1027.8647 34.8114 12.3046
25399.82 340.00 1501.4766  1027.9817 34.7678 11.7794
25399.82 350.00 1499.8157  1028.0988 34.7242 11.2543
25399.82 360.00 1498.7342  1028.1906 34.7037 10.9111
25399.82 370.00 1497.6949  1028.2806 34.6848 10.5812
25399.82 380.00 1496.6557  1028.3705 34.6660 10.2512
25399.82 390.00 1495.6165  1028.4605 34.6471 9.9213
25399.82 400.00 1494.5772  1028.5505 34.6282 9.5914
25399.82 410.00 1493.5416  1028.6403 34.6094 9.2625
25399.82 420.00 1493.0173  1028.7112 34.6031 9.0793
25399.82 430.00 1492.4931  1028.7820 34.5968 8.8961
25399.82 440.00 1491.9688  1028.8529 34.5905 8.7130
25399.82 450.00 1491.4446  1028.9237 34.5842 8.5298
25399.82 460.00 1490.9203  1028.9945 34.5779 8.3466
25399.82 470.00 1490.3961  1029.0654 34.5716 8.1634
25399.82 480.00 1489.9333  1029.1339 34.5662 7.9972
25399.82 490.00 1489.6520  1029.1954 34.5633 7.8810
